Tensile strain (Strain 1) : Primary source		Strain 1				
						
Results Table 1						
	Tensile strain (Strain 1) gauge length	Strain 1 gauge length	Time at removal			
	(mm)	(mm)	(s)			
1	50.00	50.00	54.05					
2	50.00	50.00	54.05			
3	50.00	50.00	54.03			
						
Results Table 2						
						
						
1	Time	Displacement	Force	Tensile strain (Strain 1)	Tensile displacement	Strain 1
	(s)	(mm)	(kN)	(%)	(mm)	(%)
	16.8600	1.4027	7.4099	0.6171	0.3085	0.6171
	16.8800	1.4043	7.4118	0.6187	0.3093	0.6187
	16.9000	1.4060	7.4137	0.6203	0.3102	0.6203
	16.9200	1.4076	7.4153	0.6219	0.3109	0.6219
	16.9400	1.4091	7.4168	0.6235	0.3117	0.6235
	16.9600	1.4108	7.4183	0.6250	0.3125	0.6250
	16.9800	1.4127	7.4205	0.6266	0.3133	0.6266
	17.0000	1.4145	7.4241	0.6284	0.3142	0.6284
	17.0200	1.4160	7.4268	0.6301	0.3150	0.6301
	17.0400	1.4177	7.4284	0.6317	0.3159	0.6317
	17.0600	1.4193	7.4298	0.6333	0.3167	0.6333
	17.0800	1.4209	7.4311	0.6349	0.3174	0.6349
	17.1000	1.4226	7.4327	0.6364	0.3182	0.6364
	17.1200	1.4242	7.4349	0.6380	0.3190	0.6380
	17.1400	1.4261	7.4371	0.6397	0.3199	0.6397
	17.1600	1.4279	7.4402	0.6415	0.3207	0.6415
	17.1800	1.4294	7.4427	0.6432	0.3216	0.6432
	17.2000	1.4310	7.4438	0.6448	0.3224	0.6448
	17.2200	1.4326	7.4449	0.6465	0.3232	0.6465
	17.2400	1.4342	7.4462	0.6480	0.3240	0.6480
	17.2600	1.4359	7.4476	0.6496	0.3248	0.6496
	17.2800	1.4375	7.4496	0.6513	0.3256	0.6513
	17.3000	1.4391	7.4512	0.6529	0.3265	0.6529
	17.3200	1.4409	7.4528	0.6546	0.3273	0.6546
	17.3400	1.4426	7.4554	0.6562	0.3281	0.6562
	17.3600	1.4442	7.4574	0.6579	0.3290	0.6579
	17.3800	1.4459	7.4590	0.6596	0.3298	0.6596
	17.4000	1.4475	7.4607	0.6612	0.3306	0.6612
	17.4200	1.4493	7.4623	0.6629	0.3315	0.6629
	17.4400	1.4509	7.4642	0.6646	0.3323	0.6646
	17.4600	1.4524	7.4657	0.6663	0.3332	0.6663
	17.4800	1.4543	7.4669	0.6680	0.3340	0.6680
	17.5000	1.4561	7.4694	0.6697	0.3348	0.6697
	17.5200	1.4577	7.4720	0.6714	0.3357	0.6714
	17.5400	1.4593	7.4733	0.6731	0.3366	0.6731
	17.5600	1.4609	7.4743	0.6748	0.3374	0.6748
	17.5800	1.4625	7.4753	0.6765	0.3382	0.6765
	17.6000	1.4642	7.4764	0.6781	0.3390	0.6781
	17.6200	1.4658	7.4777	0.6798	0.3399	0.6798
	17.6400	1.4675	7.4793	0.6814	0.3407	0.6814
	17.6600	1.4695	7.4818	0.6832	0.3416	0.6832
	17.6800	1.4710	7.4848	0.6850	0.3425	0.6850
	17.7000	1.4726	7.4860	0.6867	0.3434	0.6867
	17.7200	1.4743	7.4867	0.6884	0.3442	0.6884
	17.7400	1.4758	7.4876	0.6901	0.3450	0.6901
	17.7600	1.4775	7.4885	0.6917	0.3459	0.6917
	17.7800	1.4792	7.4900	0.6934	0.3467	0.6934
	17.8000	1.4809	7.4917	0.6951	0.3475	0.6951
	17.8200	1.4827	7.4935	0.6968	0.3484	0.6968
	17.8400	1.4843	7.4957	0.6986	0.3493	0.6986
	17.8600	1.4858	7.4968	0.7004	0.3502	0.7004
	17.8800	1.4875	7.4973	0.7020	0.3510	0.7020
	17.9000	1.4892	7.4985	0.7037	0.3518	0.7037
	17.9200	1.4909	7.5002	0.7053	0.3527	0.7053
	17.9400	1.4927	7.5022	0.7071	0.3536	0.7071
	17.9600	1.4942	7.5041	0.7089	0.3544	0.7089
	17.9800	1.4959	7.5050	0.7106	0.3553	0.7106
	18.0000	1.4976	7.5062	0.7123	0.3562	0.7123
	18.0200	1.4992	7.5078	0.7141	0.3570	0.7141
	18.0400	1.5009	7.5089	0.7158	0.3579	0.7158
	18.0600	1.5027	7.5104	0.7175	0.3588	0.7175
	18.0800	1.5044	7.5120	0.7193	0.3597	0.7193
	18.1000	1.5061	7.5136	0.7211	0.3605	0.7211
	18.1200	1.5077	7.5149	0.7229	0.3614	0.7229
	18.1400	1.5092	7.5155	0.7246	0.3623	0.7246
	18.1600	1.5111	7.5164	0.7263	0.3631	0.7263
	18.1800	1.5129	7.5186	0.7281	0.3640	0.7281
	18.2000	1.5145	7.5204	0.7299	0.3649	0.7299
	18.2200	1.5162	7.5213	0.7317	0.3658	0.7317
	18.2400	1.5178	7.5223	0.7334	0.3667	0.7334
	18.2600	1.5194	7.5229	0.7351	0.3676	0.7351
	18.2800	1.5209	7.5234	0.7368	0.3684	0.7368
	18.3000	1.5225	7.5240	0.7385	0.3693	0.7385
	18.3200	1.5242	7.5247	0.7402	0.3701	0.7402
	18.3400	1.5261	7.5267	0.7419	0.3710	0.7419
	18.3600	1.5276	7.5291	0.7438	0.3719	0.7438
	18.3800	1.5293	7.5301	0.7455	0.3728	0.7455
	18.4000	1.5309	7.5310	0.7473	0.3736	0.7473
	18.4200	1.5325	7.5318	0.7490	0.3745	0.7490
	18.4400	1.5342	7.5326	0.7507	0.3754	0.7507
	18.4600	1.5359	7.5338	0.7525	0.3762	0.7525
	18.4800	1.5376	7.5351	0.7542	0.3771	0.7542
	18.5000	1.5394	7.5369	0.7560	0.3780	0.7560
	18.5200	1.5411	7.5392	0.7579	0.3789	0.7579
	18.5400	1.5426	7.5400	0.7597	0.3798	0.7597
	18.5600	1.5443	7.5402	0.7614	0.3807	0.7614
	18.5800	1.5459	7.5408	0.7631	0.3816	0.7631
	18.6000	1.5475	7.5414	0.7648	0.3824	0.7648
	18.6200	1.5492	7.5425	0.7666	0.3833	0.7666
	18.6400	1.5508	7.5436	0.7684	0.3842	0.7684
	18.6600	1.5525	7.5444	0.7701	0.3851	0.7701
	18.6800	1.5543	7.5461	0.7719	0.3859	0.7719
	18.7000	1.5559	7.5479	0.7737	0.3868	0.7737
	18.7200	1.5576	7.5488	0.7755	0.3877	0.7755
	18.7400	1.5593	7.5499	0.7773	0.3886	0.7773
	18.7600	1.5609	7.5507	0.7791	0.3895	0.7791
	18.7800	1.5626	7.5515	0.7808	0.3904	0.7808
	18.8000	1.5641	7.5525	0.7826	0.3913	0.7826
	18.8200	1.5658	7.5529	0.7843	0.3922	0.7843
	18.8400	1.5677	7.5540	0.7861	0.3930	0.7861
	18.8600	1.5694	7.5563	0.7879	0.3940	0.7879
	18.8800	1.5710	7.5576	0.7898	0.3949	0.7898
	18.9000	1.5726	7.5582	0.7916	0.3958	0.7916
	18.9200	1.5742	7.5588	0.7934	0.3967	0.7934
	18.9400	1.5759	7.5593	0.7952	0.3976	0.7952
	18.9600	1.5775	7.5601	0.7969	0.3984	0.7969
	18.9800	1.5792	7.5608	0.7987	0.3993	0.7987
	19.0000	1.5811	7.5621	0.8004	0.4002	0.8004
	19.0200	1.5829	7.5644	0.8024	0.4012	0.8024
	19.0400	1.5844	7.5659	0.8042	0.4021	0.8042
	19.0600	1.5860	7.5660	0.8060	0.4030	0.8060
	19.0800	1.5876	7.5661	0.8078	0.4039	0.8078
	19.1000	1.5893	7.5664	0.8095	0.4048	0.8095
	19.1200	1.5910	7.5671	0.8113	0.4057	0.8113
	19.1400	1.5927	7.5684	0.8131	0.4065	0.8131
	19.1600	1.5945	7.5696	0.8149	0.4075	0.8149
	19.1800	1.5963	7.5715	0.8168	0.4084	0.8168
	19.2000	1.5978	7.5729	0.8187	0.4093	0.8187
	19.2200	1.5993	7.5727	0.8204	0.4102	0.8204
	19.2400	1.6010	7.5726	0.8222	0.4111	0.8222
	19.2600	1.6026	7.5732	0.8239	0.4120	0.8239
	19.2800	1.6043	7.5741	0.8257	0.4129	0.8257
	19.3000	1.6060	7.5752	0.8275	0.4138	0.8275
	19.3200	1.6075	7.5760	0.8293	0.4147	0.8293
	19.3400	1.6092	7.5765	0.8311	0.4155	0.8311
	19.3600	1.6109	7.5776	0.8329	0.4164	0.8329
	19.3800	1.6125	7.5785	0.8347	0.4174	0.8347
	19.4000	1.6142	7.5790	0.8364	0.4182	0.8364
	19.4200	1.6159	7.5802	0.8382	0.4191	0.8382
	19.4400	1.6176	7.5814	0.8400	0.4200	0.8400
	19.4600	1.6193	7.5825	0.8419	0.4209	0.8419
	19.4800	1.6208	7.5833	0.8437	0.4219	0.8437
	19.5000	1.6224	7.5832	0.8455	0.4227	0.8455
	19.5200	1.6243	7.5842	0.8473	0.4236	0.8473
	19.5400	1.6260	7.5861	0.8491	0.4246	0.8491
	19.5600	1.6276	7.5872	0.8510	0.4255	0.8510
	19.5800	1.6293	7.5879	0.8529	0.4264	0.8529
	19.6000	1.6309	7.5884	0.8547	0.4273	0.8547
	19.6200	1.6325	7.5887	0.8565	0.4282	0.8565
	19.6400	1.6341	7.5890	0.8582	0.4291	0.8582
	19.6600	1.6357	7.5892	0.8600	0.4300	0.8600
	19.6800	1.6376	7.5900	0.8618	0.4309	0.8618
	19.7000	1.6394	7.5922	0.8637	0.4318	0.8637
	19.7200	1.6410	7.5938	0.8656	0.4328	0.8656
	19.7400	1.6426	7.5944	0.8674	0.4337	0.8674
	19.7600	1.6442	7.5947	0.8692	0.4346	0.8692
	19.7800	1.6458	7.5948	0.8710	0.4355	0.8710
	19.8000	1.6475	7.5950	0.8728	0.4364	0.8728
	19.8200	1.6491	7.5957	0.8746	0.4373	0.8746
	19.8400	1.6509	7.5964	0.8764	0.4382	0.8764
	19.8600	1.6527	7.5979	0.8783	0.4392	0.8783
	19.8800	1.6542	7.5994	0.8802	0.4401	0.8802
	19.9000	1.6559	7.5997	0.8820	0.4410	0.8820
	19.9200	1.6576	7.6000	0.8838	0.4419	0.8838
	19.9400	1.6592	7.6006	0.8856	0.4428	0.8856
	19.9600	1.6609	7.6014	0.8875	0.4437	0.8875
	19.9800	1.6626	7.6024	0.8893	0.4447	0.8893
	20.0000	1.6642	7.6028	0.8912	0.4456	0.8912
	20.0200	1.6661	7.6035	0.8930	0.4465	0.8930
	20.0400	1.6677	7.6049	0.8949	0.4474	0.8949
	20.0600	1.6693	7.6056	0.8968	0.4484	0.8968
	20.0800	1.6711	7.6061	0.8986	0.4493	0.8986
	20.1000	1.6727	7.6067	0.9005	0.4502	0.9005
	20.1200	1.6743	7.6071	0.9023	0.4511	0.9023
	20.1400	1.6760	7.6077	0.9041	0.4521	0.9041
	20.1600	1.6776	7.6080	0.9060	0.4530	0.9060
	20.1800	1.6794	7.6084	0.9077	0.4539	0.9077
	20.2000	1.6812	7.6101	0.9096	0.4548	0.9096
	20.2200	1.6828	7.6117	0.9116	0.4558	0.9116
	20.2400	1.6845	7.6121	0.9134	0.4567	0.9134
	20.2600	1.6860	7.6121	0.9152	0.4576	0.9152
	20.2800	1.6876	7.6120	0.9170	0.4585	0.9170
	20.3000	1.6892	7.6119	0.9188	0.4594	0.9188
	20.3200	1.6908	7.6121	0.9206	0.4603	0.9206
	20.3400	1.6925	7.6125	0.9224	0.4612	0.9224
	20.3600	1.6944	7.6138	0.9242	0.4621	0.9242
	20.3800	1.6960	7.6158	0.9262	0.4631	0.9262
	20.4000	1.6975	7.6166	0.9281	0.4640	0.9281
	20.4200	1.6992	7.6165	0.9299	0.4649	0.9299
	20.4400	1.7008	7.6165	0.9317	0.4658	0.9317
	20.4600	1.7025	7.6169	0.9335	0.4667	0.9335
	20.4800	1.7042	7.6179	0.9353	0.4677	0.9353
	20.5000	1.7059	7.6192	0.9372	0.4686	0.9372
	20.5200	1.7078	7.6204	0.9391	0.4695	0.9391
	20.5400	1.7094	7.6220	0.9410	0.4705	0.9410
	20.5600	1.7109	7.6223	0.9429	0.4715	0.9429
	20.5800	1.7126	7.6216	0.9447	0.4723	0.9447
	20.6000	1.7142	7.6215	0.9465	0.4732	0.9465
	20.6200	1.7159	7.6219	0.9483	0.4741	0.9483
	20.6400	1.7176	7.6228	0.9501	0.4751	0.9501
	20.6600	1.7192	7.6239	0.9520	0.4760	0.9520
	20.6800	1.7208	7.6242	0.9539	0.4769	0.9539
	20.7000	1.7226	7.6247	0.9557	0.4779	0.9557
	20.7200	1.7242	7.6259	0.9576	0.4788	0.9576
	20.7400	1.7258	7.6263	0.9594	0.4797	0.9594
	20.7600	1.7276	7.6270	0.9613	0.4806	0.9613
	20.7800	1.7293	7.6280	0.9632	0.4816	0.9632
	20.8000	1.7310	7.6287	0.9651	0.4825	0.9651
	20.8200	1.7325	7.6291	0.9669	0.4835	0.9669
	20.8400	1.7341	7.6290	0.9688	0.4844	0.9688
	20.8600	1.7359	7.6289	0.9706	0.4853	0.9706
	20.8800	1.7376	7.6301	0.9725	0.4862	0.9725
	20.9000	1.7393	7.6315	0.9743	0.4872	0.9743
	20.9200	1.7410	7.6323	0.9762	0.4881	0.9762
	20.9400	1.7426	7.6328	0.9782	0.4891	0.9782
	20.9600	1.7443	7.6330	0.9800	0.4900	0.9800
	20.9800	1.7459	7.6332	0.9819	0.4909	0.9819
	21.0000	1.7474	7.6331	0.9837	0.4918	0.9837
	21.0200	1.7492	7.6331	0.9855	0.4927	0.9855
	21.0400	1.7511	7.6346	0.9874	0.4937	0.9874
	21.0600	1.7527	7.6368	0.9894	0.4947	0.9894
	21.0800	1.7544	7.6374	0.9913	0.4956	0.9913
	21.1000	1.7560	7.6375	0.9932	0.4966	0.9932
	21.1200	1.7576	7.6374	0.9950	0.4975	0.9950
	21.1400	1.7593	7.6375	0.9969	0.4984	0.9969
	21.1600	1.7610	7.6381	0.9988	0.4994	0.9988
	21.1800	1.7627	7.6387	1.0006	0.5003	1.0006
	21.2000	1.7646	7.6399	1.0025	0.5013	1.0025
	21.2200	1.7662	7.6415	1.0045	0.5023	1.0045
	21.2400	1.7677	7.6417	1.0065	0.5032	1.0065
	21.2600	1.7694	7.6412	1.0083	0.5041	1.0083
	21.2800	1.7710	7.6413	1.0102	0.5051	1.0102
	21.3000	1.7726	7.6414	1.0120	0.5060	1.0120
	21.3200	1.7743	7.6417	1.0138	0.5069	1.0138
	21.3400	1.7759	7.6421	1.0157	0.5078	1.0157
	21.3600	1.7776	7.6422	1.0175	0.5087	1.0175
	21.3800	1.7793	7.6431	1.0194	0.5097	1.0194
	21.4000	1.7809	7.6442	1.0212	0.5106	1.0212
	21.4200	1.7826	7.6446	1.0231	0.5116	1.0231
	21.4400	1.7843	7.6452	1.0250	0.5125	1.0250
	21.4600	1.7859	7.6458	1.0269	0.5134	1.0269
	21.4800	1.7876	7.6462	1.0288	0.5144	1.0288
	21.5000	1.7892	7.6466	1.0307	0.5153	1.0307
	21.5200	1.7908	7.6468	1.0325	0.5162	1.0325
	21.5400	1.7927	7.6475	1.0343	0.5172	1.0343
	21.5600	1.7944	7.6493	1.0363	0.5182	1.0363
	21.5800	1.7960	7.6500	1.0383	0.5191	1.0383
	21.6000	1.7976	7.6500	1.0402	0.5201	1.0402
	21.6200	1.7992	7.6499	1.0420	0.5210	1.0420
	21.6400	1.8008	7.6498	1.0438	0.5219	1.0438
	21.6600	1.8025	7.6499	1.0457	0.5228	1.0457
	21.6800	1.8041	7.6503	1.0475	0.5238	1.0475
	21.7000	1.8060	7.6510	1.0494	0.5247	1.0494
	21.7200	1.8078	7.6529	1.0513	0.5257	1.0513
	21.7400	1.8093	7.6541	1.0533	0.5267	1.0533
	21.7600	1.8109	7.6537	1.0552	0.5276	1.0552
	21.7800	1.8125	7.6534	1.0570	0.5285	1.0570
	21.8000	1.8141	7.6533	1.0588	0.5294	1.0588
	21.8200	1.8158	7.6537	1.0607	0.5304	1.0607
	21.8400	1.8175	7.6547	1.0626	0.5313	1.0626
	21.8600	1.8193	7.6556	1.0646	0.5323	1.0646
	21.8800	1.8211	7.6568	1.0665	0.5332	1.0665
	21.9000	1.8226	7.6578	1.0685	0.5342	1.0685
	21.9200	1.8242	7.6573	1.0703	0.5352	1.0703
	21.9400	1.8259	7.6570	1.0721	0.5360	1.0721
	21.9600	1.8276	7.6575	1.0740	0.5370	1.0740
	21.9800	1.8293	7.6583	1.0760	0.5380	1.0760
	22.0000	1.8310	7.6592	1.0779	0.5390	1.0779
	22.0200	1.8326	7.6597	1.0798	0.5399	1.0798
	22.0400	1.8344	7.6599	1.0817	0.5408	1.0817
	22.0600	1.8360	7.6608	1.0836	0.5418	1.0836
	22.0800	1.8376	7.6612	1.0855	0.5428	1.0855
	22.1000	1.8394	7.6613	1.0874	0.5437	1.0874
	22.1200	1.8411	7.6620	1.0893	0.5447	1.0893
	22.1400	1.8428	7.6627	1.0913	0.5456	1.0913
	22.1600	1.8444	7.6631	1.0932	0.5466	1.0932
	22.1800	1.8459	7.6632	1.0951	0.5476	1.0951
	22.2000	1.8477	7.6629	1.0969	0.5484	1.0969
	22.2200	1.8495	7.6636	1.0988	0.5494	1.0988
	22.2400	1.8511	7.6650	1.1008	0.5504	1.1008
	22.2600	1.8528	7.6654	1.1027	0.5514	1.1027
	22.2800	1.8545	7.6657	1.1046	0.5523	1.1046
	22.3000	1.8560	7.6656	1.1065	0.5533	1.1065
	22.3200	1.8577	7.6654	1.1084	0.5542	1.1084
	22.3400	1.8592	7.6653	1.1102	0.5551	1.1102
	22.3600	1.8608	7.6650	1.1120	0.5560	1.1120
	22.3800	1.8626	7.6653	1.1139	0.5569	1.1139
	22.4000	1.8643	7.6670	1.1158	0.5579	1.1158
	22.4200	1.8659	7.6679	1.1177	0.5589	1.1177
	22.4400	1.8675	7.6679	1.1196	0.5598	1.1196
	22.4600	1.8692	7.6681	1.1214	0.5607	1.1214
	22.4800	1.8708	7.6684	1.1233	0.5616	1.1233
	22.5000	1.8725	7.6690	1.1252	0.5626	1.1252
	22.5200	1.8742	7.6698	1.1271	0.5635	1.1271
	22.5400	1.8760	7.6705	1.1290	0.5645	1.1290
	22.5600	1.8778	7.6719	1.1310	0.5655	1.1310
	22.5800	1.8793	7.6729	1.1330	0.5665	1.1330
	22.6000	1.8809	7.6725	1.1348	0.5674	1.1348
	22.6200	1.8826	7.6722	1.1367	0.5683	1.1367
	22.6400	1.8842	7.6722	1.1386	0.5693	1.1386
	22.6600	1.8859	7.6724	1.1404	0.5702	1.1404
	22.6800	1.8875	7.6729	1.1423	0.5712	1.1423
	22.7000	1.8891	7.6732	1.1442	0.5721	1.1442
	22.7200	1.8910	7.6737	1.1461	0.5730	1.1461
	22.7400	1.8926	7.6750	1.1481	0.5740	1.1481
	22.7600	1.8942	7.6755	1.1500	0.5750	1.1500
	22.7800	1.8960	7.6757	1.1519	0.5760	1.1519
	22.8000	1.8976	7.6763	1.1538	0.5769	1.1538
	22.8200	1.8993	7.6765	1.1557	0.5779	1.1557
	22.8400	1.9009	7.6767	1.1576	0.5788	1.1576
	22.8600	1.9024	7.6768	1.1595	0.5797	1.1595
	22.8800	1.9042	7.6767	1.1613	0.5807	1.1613
	22.9000	1.9061	7.6779	1.1633	0.5816	1.1633
	22.9200	1.9077	7.6794	1.1653	0.5826	1.1653
	22.9400	1.9093	7.6797	1.1672	0.5836	1.1672
	22.9600	1.9110	7.6797	1.1692	0.5846	1.1692
	22.9800	1.9126	7.6796	1.1710	0.5855	1.1710
	23.0000	1.9142	7.6796	1.1729	0.5864	1.1729
	23.0200	1.9158	7.6797	1.1747	0.5874	1.1747
	23.0400	1.9176	7.6798	1.1766	0.5883	1.1766
	23.0600	1.9195	7.6810	1.1785	0.5893	1.1785
	23.0800	1.9211	7.6827	1.1806	0.5903	1.1806
	23.1000	1.9227	7.6829	1.1826	0.5913	1.1826
	23.1200	1.9243	7.6824	1.1844	0.5922	1.1844
	23.1400	1.9259	7.6822	1.1863	0.5931	1.1863
	23.1600	1.9276	7.6823	1.1881	0.5941	1.1881
	23.1800	1.9293	7.6830	1.1900	0.5950	1.1900
	23.2000	1.9310	7.6837	1.1919	0.5960	1.1919
	23.2200	1.9329	7.6846	1.1939	0.5970	1.1939
	23.2400	1.9345	7.6861	1.1960	0.5980	1.1960
	23.2600	1.9360	7.6861	1.1979	0.5990	1.1979
	23.2800	1.9377	7.6853	1.1998	0.5999	1.1998
	23.3000	1.9393	7.6851	1.2016	0.6008	1.2016
	23.3200	1.9409	7.6852	1.2035	0.6017	1.2035
	23.3400	1.9426	7.6857	1.2053	0.6027	1.2053
	23.3600	1.9442	7.6862	1.2073	0.6036	1.2073
	23.3800	1.9458	7.6862	1.2091	0.6046	1.2091
	23.4000	1.9476	7.6865	1.2110	0.6055	1.2110
	23.4200	1.9492	7.6874	1.2130	0.6065	1.2130
	23.4400	1.9508	7.6877	1.2148	0.6074	1.2148
	23.4600	1.9526	7.6880	1.2167	0.6084	1.2167
	23.4800	1.9543	7.6888	1.2187	0.6093	1.2187
	23.5000	1.9560	7.6894	1.2206	0.6103	1.2206
	23.5200	1.9576	7.6900	1.2225	0.6113	1.2225
	23.5400	1.9591	7.6899	1.2244	0.6122	1.2244
	23.5600	1.9610	7.6898	1.2263	0.6131	1.2263
	23.5800	1.9627	7.6911	1.2283	0.6141	1.2283
	23.6000	1.9643	7.6920	1.2302	0.6151	1.2302
	23.6200	1.9660	7.6921	1.2322	0.6161	1.2322
	23.6400	1.9676	7.6923	1.2341	0.6170	1.2341
	23.6600	1.9692	7.6921	1.2360	0.6180	1.2360
	23.6800	1.9708	7.6920	1.2378	0.6189	1.2378
	23.7000	1.9724	7.6920	1.2397	0.6198	1.2397
	23.7200	1.9742	7.6920	1.2415	0.6208	1.2415
	23.7400	1.9760	7.6933	1.2435	0.6217	1.2435
	23.7600	1.9776	7.6950	1.2455	0.6227	1.2455
	23.7800	1.9792	7.6953	1.2474	0.6237	1.2474
	23.8000	1.9809	7.6951	1.2493	0.6247	1.2493
	23.8200	1.9825	7.6949	1.2512	0.6256	1.2512
	23.8400	1.9841	7.6948	1.2531	0.6265	1.2531
	23.8600	1.9858	7.6951	1.2550	0.6275	1.2550
	23.8800	1.9875	7.6956	1.2569	0.6284	1.2569
	23.9000	1.9893	7.6962	1.2588	0.6294	1.2588
	23.9200	1.9910	7.6976	1.2608	0.6304	1.2608
	23.9400	1.9925	7.6979	1.2627	0.6314	1.2627
	23.9600	1.9942	7.6975	1.2646	0.6323	1.2646
	23.9800	1.9958	7.6977	1.2665	0.6332	1.2665
	24.0000	1.9975	7.6981	1.2684	0.6342	1.2684
	24.0200	1.9992	7.6987	1.2703	0.6352	1.2703
	24.0400	2.0008	7.6992	1.2723	0.6361	1.2723
	24.0600	2.0026	7.6992	1.2742	0.6371	1.2742
	24.0800	2.0044	7.7000	1.2761	0.6381	1.2761
	24.1000	2.0059	7.7010	1.2781	0.6391	1.2781
	24.1200	2.0077	7.7011	1.2800	0.6400	1.2800
	24.1400	2.0094	7.7015	1.2820	0.6410	1.2820
	24.1600	2.0110	7.7018	1.2840	0.6420	1.2840
	24.1800	2.0127	7.7020	1.2859	0.6430	1.2859
	24.2000	2.0143	7.7022	1.2878	0.6439	1.2878
	24.2200	2.0160	7.7020	1.2897	0.6448	1.2897
	24.2400	2.0179	7.7026	1.2915	0.6458	1.2915
	24.2600	2.0196	7.7041	1.2936	0.6468	1.2936
	24.2800	2.0212	7.7047	1.2956	0.6478	1.2956
	24.3000	2.0228	7.7046	1.2976	0.6488	1.2976
	24.3200	2.0244	7.7044	1.2995	0.6497	1.2995
	24.3400	2.0260	7.7037	1.3013	0.6507	1.3013
	24.3600	2.0275	7.7034	1.3032	0.6516	1.3032
	24.3800	2.0291	7.7032	1.3050	0.6525	1.3050
	24.4000	2.0309	7.7032	1.3069	0.6534	1.3069
	24.4200	2.0327	7.7047	1.3088	0.6544	1.3088
	24.4400	2.0342	7.7062	1.3108	0.6554	1.3108
	24.4600	2.0359	7.7061	1.3127	0.6564	1.3127
	24.4800	2.0375	7.7058	1.3146	0.6573	1.3146
	24.5000	2.0391	7.7058	1.3165	0.6582	1.3165
	24.5200	2.0408	7.7060	1.3183	0.6592	1.3183
	24.5400	2.0425	7.7069	1.3203	0.6602	1.3203
	24.5600	2.0443	7.7077	1.3223	0.6611	1.3223
	24.5800	2.0461	7.7089	1.3242	0.6621	1.3242
	24.6000	2.0476	7.7100	1.3262	0.6631	1.3262
	24.6200	2.0492	7.7095	1.3282	0.6641	1.3282
	24.6400	2.0508	7.7089	1.3300	0.6650	1.3300
	24.6600	2.0525	7.7089	1.3319	0.6659	1.3319
	24.6800	2.0542	7.7093	1.3338	0.6669	1.3338
	24.7000	2.0559	7.7101	1.3357	0.6679	1.3357
	24.7200	2.0574	7.7105	1.3377	0.6688	1.3377
	24.7400	2.0592	7.7104	1.3396	0.6698	1.3396
	24.7600	2.0609	7.7112	1.3415	0.6707	1.3415
	24.7800	2.0625	7.7118	1.3434	0.6717	1.3434
	24.8000	2.0642	7.7119	1.3453	0.6727	1.3453
	24.8200	2.0659	7.7126	1.3473	0.6737	1.3473
	24.8400	2.0676	7.7133	1.3493	0.6746	1.3493
	24.8600	2.0693	7.7136	1.3512	0.6756	1.3512
	24.8800	2.0708	7.7136	1.3531	0.6766	1.3531
	24.9000	2.0725	7.7132	1.3550	0.6775	1.3550
	24.9200	2.0744	7.7136	1.3569	0.6785	1.3569
	24.9400	2.0760	7.7150	1.3590	0.6795	1.3590
	24.9600	2.0777	7.7154	1.3610	0.6805	1.3610
	24.9800	2.0794	7.7158	1.3629	0.6814	1.3629
	25.0000	2.0810	7.7159	1.3648	0.6824	1.3648
	25.0200	2.0827	7.7159	1.3668	0.6834	1.3668
	25.0400	2.0842	7.7158	1.3687	0.6844	1.3687
	25.0600	2.0858	7.7155	1.3706	0.6853	1.3706
	25.0800	2.0877	7.7158	1.3725	0.6862	1.3725
	25.1000	2.0895	7.7175	1.3745	0.6872	1.3745
	25.1200	2.0910	7.7183	1.3765	0.6883	1.3765
	25.1400	2.0927	7.7182	1.3785	0.6892	1.3785
	25.1600	2.0943	7.7181	1.3804	0.6902	1.3804
	25.1800	2.0960	7.7180	1.3823	0.6912	1.3823
	25.2000	2.0977	7.7182	1.3842	0.6921	1.3842
	25.2200	2.0993	7.7185	1.3861	0.6931	1.3861
	25.2400	2.1011	7.7190	1.3881	0.6940	1.3881
	25.2600	2.1029	7.7205	1.3901	0.6951	1.3901
	25.2800	2.1044	7.7211	1.3921	0.6961	1.3921
	25.3000	2.1061	7.7206	1.3940	0.6970	1.3940
	25.3200	2.1077	7.7203	1.3959	0.6979	1.3959
	25.3400	2.1093	7.7204	1.3978	0.6989	1.3978
	25.3600	2.1110	7.7204	1.3997	0.6999	1.3997
	25.3800	2.1126	7.7207	1.4016	0.7008	1.4016
	25.4000	2.1142	7.7205	1.4035	0.7018	1.4035
	25.4200	2.1159	7.7206	1.4054	0.7027	1.4054
	25.4400	2.1176	7.7216	1.4073	0.7037	1.4073
	25.4600	2.1192	7.7221	1.4093	0.7047	1.4093
	25.4800	2.1209	7.7222	1.4113	0.7056	1.4113
	25.5000	2.1226	7.7229	1.4132	0.7066	1.4132
	25.5200	2.1243	7.7233	1.4151	0.7076	1.4151
	25.5400	2.1259	7.7237	1.4171	0.7085	1.4171
	25.5600	2.1274	7.7237	1.4190	0.7095	1.4190
	25.5800	2.1292	7.7235	1.4209	0.7104	1.4209
	25.6000	2.1311	7.7248	1.4228	0.7114	1.4228
	25.6200	2.1327	7.7263	1.4249	0.7124	1.4249
	25.6400	2.1344	7.7265	1.4269	0.7134	1.4269
	25.6600	2.1360	7.7264	1.4288	0.7144	1.4288
	25.6800	2.1375	7.7261	1.4307	0.7153	1.4307
	25.7000	2.1392	7.7257	1.4326	0.7163	1.4326
	25.7200	2.1408	7.7257	1.4345	0.7172	1.4345
