X_element,C_wt%,Cr_wt%,N_wt%,Mo_wt%,Ni_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Si_wt%
Si,0.0,28.0,0.0,10.0,,52.0,61.0,627.9214641980946,6.812000000000001,20,,10.0
Si,0.0,28.0,0.0,10.5,,61.5,62.65,574.047033678993,6.8425,20,,0.0
Si,0.0,28.0,0.0,10.5,,61.0,62.65,588.1891693027239,6.851,20,,0.5
Si,0.0,28.0,0.0,10.5,,60.5,62.65,594.047033678993,6.859500000000001,20,,1.0
Si,0.0,28.0,0.0,10.5,,60.0,62.65,598.5419311068248,6.868,20,,1.5
Si,0.0,28.0,0.0,10.5,,59.5,62.65,602.3313049264549,6.8765,20,,2.0
Si,0.0,28.0,0.0,10.5,,59.0,62.65,605.6698102806768,6.885000000000001,20,,2.5
Si,0.0,28.0,0.0,10.5,,58.5,62.65,608.6880498303706,6.8935,20,,3.0
Si,0.0,28.0,0.0,10.5,,58.0,62.65,611.4636075467324,6.902,20,,3.5
Si,0.0,28.0,0.0,10.5,,57.5,62.65,614.047033678993,6.9105,20,,4.0
Si,0.0,28.0,0.0,10.5,,57.0,62.65,616.4734405501858,6.9190000000000005,20,,4.5
Si,0.0,28.0,0.0,10.5,,56.5,62.65,618.7683932289888,6.9275,20,,5.0
Si,0.0,28.0,0.0,10.5,,56.0,62.65,620.9511912772273,6.936,20,,5.5
Si,0.0,28.0,0.0,10.5,,55.5,62.65,623.0368285346566,6.944500000000001,20,,6.0
Si,0.0,28.0,0.0,10.5,,55.0,62.65,625.0372288149208,6.953,20,,6.5
Si,0.0,28.0,0.0,10.5,,54.5,62.65,626.9620599002848,6.9615,20,,7.0
Si,0.0,28.0,0.0,10.5,,54.0,62.65,628.8192894295096,6.970000000000001,20,,7.5
Si,0.0,28.0,0.0,10.5,,53.5,62.65,630.6155761739168,6.9785,20,,8.0
Si,0.0,28.0,0.0,10.5,,53.0,62.65,632.356552627446,6.987,20,,8.5
Si,0.0,28.0,0.0,10.5,,52.5,62.65,634.047033678993,6.9955,20,,9.0
Si,0.0,28.0,0.0,10.5,,52.0,62.65,635.6911737086828,7.0040000000000004,20,,9.5
Si,0.0,28.0,0.0,10.5,,51.5,62.65,637.2925868823606,7.0125,20,,10.0
Si,0.0,28.5,0.0,9.5,,62.0,59.849999999999994,556.7137095886865,6.4885,20,,0.0
Si,0.0,28.5,0.0,9.5,,61.5,59.849999999999994,570.8558452124174,6.497,20,,0.5
Si,0.0,28.5,0.0,9.5,,61.0,59.849999999999994,576.7137095886865,6.5055000000000005,20,,1.0
Si,0.0,28.5,0.0,9.5,,60.5,59.849999999999994,581.2086070165183,6.514,20,,1.5
Si,0.0,28.5,0.0,9.5,,60.0,59.849999999999994,584.9979808361484,6.5225,20,,2.0
Si,0.0,28.5,0.0,9.5,,59.5,59.849999999999994,588.3364861903702,6.531000000000001,20,,2.5
Si,0.0,28.5,0.0,9.5,,59.0,59.849999999999994,591.354725740064,6.5395,20,,3.0
Si,0.0,28.5,0.0,9.5,,58.5,59.849999999999994,594.1302834564259,6.548,20,,3.5
Si,0.0,28.5,0.0,9.5,,58.0,59.849999999999994,596.7137095886865,6.5565,20,,4.0
Si,0.0,28.5,0.0,9.5,,57.5,59.849999999999994,599.1401164598793,6.565,20,,4.5
Si,0.0,28.5,0.0,9.5,,57.0,59.849999999999994,601.4350691386823,6.5735,20,,5.0
Si,0.0,28.5,0.0,9.5,,56.5,59.849999999999994,603.6178671869208,6.582,20,,5.5
Si,0.0,28.5,0.0,9.5,,56.0,59.849999999999994,605.7035044443501,6.5905000000000005,20,,6.0
Si,0.0,28.5,0.0,9.5,,55.5,59.849999999999994,607.7039047246143,6.599,20,,6.5
Si,0.0,28.5,0.0,9.5,,55.0,59.849999999999994,609.6287358099783,6.6075,20,,7.0
Si,0.0,28.5,0.0,9.5,,54.5,59.849999999999994,611.4859653392031,6.6160000000000005,20,,7.5
Si,0.0,28.5,0.0,9.5,,54.0,59.849999999999994,613.2822520836103,6.6245,20,,8.0
Si,0.0,28.5,0.0,9.5,,53.5,59.849999999999994,615.0232285371395,6.633,20,,8.5
Si,0.0,28.5,0.0,9.5,,53.0,59.849999999999994,616.7137095886865,6.6415,20,,9.0
Si,0.0,28.5,0.0,9.5,,52.5,59.849999999999994,618.3578496183762,6.65,20,,9.5
Si,0.0,28.5,0.0,9.5,,52.0,59.849999999999994,619.959262792054,6.6585,20,,10.0
Si,0.0,28.5,0.0,10.0,,61.5,61.5,566.3221886307535,6.689,20,,0.0
Si,0.0,28.5,0.0,10.0,,61.0,61.5,580.4643242544845,6.6975,20,,0.5
Si,0.0,28.5,0.0,10.0,,60.5,61.5,586.3221886307535,6.706,20,,1.0
Si,0.0,28.5,0.0,10.0,,60.0,61.5,590.8170860585853,6.7145,20,,1.5
Si,0.0,28.5,0.0,10.0,,59.5,61.5,594.6064598782154,6.723,20,,2.0
Si,0.0,28.5,0.0,10.0,,59.0,61.5,597.9449652324373,6.7315000000000005,20,,2.5
Si,0.0,28.5,0.0,10.0,,58.5,61.5,600.9632047821311,6.74,20,,3.0
Si,0.0,28.5,0.0,10.0,,58.0,61.5,603.738762498493,6.7485,20,,3.5
Si,0.0,28.5,0.0,10.0,,57.5,61.5,606.3221886307535,6.757,20,,4.0
Si,0.0,28.5,0.0,10.0,,57.0,61.5,608.7485955019464,6.7655,20,,4.5
Si,0.0,28.5,0.0,10.0,,56.5,61.5,611.0435481807493,6.774,20,,5.0
Si,0.0,28.5,0.0,10.0,,56.0,61.5,613.2263462289878,6.7825,20,,5.5
Si,0.0,28.5,0.0,10.0,,55.5,61.5,615.3119834864171,6.791,20,,6.0
Si,0.0,28.5,0.0,10.0,,55.0,61.5,617.3123837666814,6.7995,20,,6.5
Si,0.0,28.5,0.0,10.0,,54.5,61.5,619.2372148520453,6.808,20,,7.0
Si,0.0,28.5,0.0,10.0,,54.0,61.5,621.0944443812701,6.8165000000000004,20,,7.5
Si,0.0,28.5,0.0,10.0,,53.5,61.5,622.8907311256773,6.825,20,,8.0
Si,0.0,28.5,0.0,10.0,,53.0,61.5,624.6317075792066,6.8335,20,,8.5
Si,0.0,28.5,0.0,10.0,,52.5,61.5,626.3221886307535,6.842,20,,9.0
Si,0.0,28.5,0.0,10.0,,52.0,61.5,627.9663286604433,6.8505,20,,9.5
Si,0.0,28.5,0.0,10.0,,51.5,61.5,629.5677418341211,6.859,20,,10.0
Si,0.0,28.5,0.0,10.5,,61.0,63.15,575.6933113150196,6.8895,20,,0.0
Si,0.0,28.5,0.0,10.5,,60.5,63.15,589.8354469387506,6.898,20,,0.5
Si,0.0,28.5,0.0,10.5,,60.0,63.15,595.6933113150196,6.9065,20,,1.0
Si,0.0,28.5,0.0,10.5,,59.5,63.15,600.1882087428514,6.915,20,,1.5
Si,0.0,28.5,0.0,10.5,,59.0,63.15,603.9775825624815,6.9235,20,,2.0
Si,0.0,28.5,0.0,10.5,,58.5,63.15,607.3160879167034,6.932,20,,2.5
Si,0.0,28.5,0.0,10.5,,58.0,63.15,610.3343274663972,6.9405,20,,3.0
Si,0.0,28.5,0.0,10.5,,57.5,63.15,613.1098851827591,6.949,20,,3.5
Si,0.0,28.5,0.0,10.5,,57.0,63.15,615.6933113150196,6.9575,20,,4.0
Si,0.0,28.5,0.0,10.5,,56.5,63.15,618.1197181862125,6.966,20,,4.5
Si,0.0,28.5,0.0,10.5,,56.0,63.15,620.4146708650154,6.9745,20,,5.0
Si,0.0,28.5,0.0,10.5,,55.5,63.15,622.5974689132539,6.983,20,,5.5
Si,0.0,28.5,0.0,10.5,,55.0,63.15,624.6831061706832,6.9915,20,,6.0
Si,0.0,28.5,0.0,10.5,,54.5,63.15,626.6835064509474,7.0,20,,6.5
Si,0.0,28.5,0.0,10.5,,54.0,63.15,628.6083375363114,7.0085,20,,7.0
Si,0.0,28.5,0.0,10.5,,53.5,63.15,630.4655670655362,7.017,20,,7.5
Si,0.0,28.5,0.0,10.5,,53.0,63.15,632.2618538099434,7.0255,20,,8.0
Si,0.0,28.5,0.0,10.5,,52.5,63.15,634.0028302634727,7.034,20,,8.5
Si,0.0,28.5,0.0,10.5,,52.0,63.15,635.6933113150196,7.0424999999999995,20,,9.0
Si,0.0,28.5,0.0,10.5,,51.5,63.15,637.3374513447094,7.051,20,,9.5
Si,0.0,28.5,0.0,10.5,,51.0,63.15,638.9388645183872,7.0595,20,,10.0
Si,0.0,29.0,0.0,9.5,,61.5,60.349999999999994,558.3456084278462,6.535500000000001,20,,0.0
Si,0.0,29.0,0.0,9.5,,61.0,60.349999999999994,572.4877440515771,6.5440000000000005,20,,0.5
Si,0.0,29.0,0.0,9.5,,60.5,60.349999999999994,578.3456084278462,6.552500000000001,20,,1.0
Si,0.0,29.0,0.0,9.5,,60.0,60.349999999999994,582.840505855678,6.561000000000001,20,,1.5
Si,0.0,29.0,0.0,9.5,,59.5,60.349999999999994,586.6298796753081,6.569500000000001,20,,2.0
Si,0.0,29.0,0.0,9.5,,59.0,60.349999999999994,589.9683850295299,6.578000000000001,20,,2.5
Si,0.0,29.0,0.0,9.5,,58.5,60.349999999999994,592.9866245792238,6.586500000000001,20,,3.0
Si,0.0,29.0,0.0,9.5,,58.0,60.349999999999994,595.7621822955856,6.595000000000001,20,,3.5
Si,0.0,29.0,0.0,9.5,,57.5,60.349999999999994,598.3456084278462,6.6035,20,,4.0
Si,0.0,29.0,0.0,9.5,,57.0,60.349999999999994,600.772015299039,6.612000000000001,20,,4.5
Si,0.0,29.0,0.0,9.5,,56.5,60.349999999999994,603.066967977842,6.620500000000001,20,,5.0
Si,0.0,29.0,0.0,9.5,,56.0,60.349999999999994,605.2497660260805,6.6290000000000004,20,,5.5
Si,0.0,29.0,0.0,9.5,,55.5,60.349999999999994,607.3354032835098,6.637500000000001,20,,6.0
Si,0.0,29.0,0.0,9.5,,55.0,60.349999999999994,609.335803563774,6.646000000000001,20,,6.5
Si,0.0,29.0,0.0,9.5,,54.5,60.349999999999994,611.260634649138,6.6545000000000005,20,,7.0
Si,0.0,29.0,0.0,9.5,,54.0,60.349999999999994,613.1178641783628,6.663000000000001,20,,7.5
Si,0.0,29.0,0.0,9.5,,53.5,60.349999999999994,614.91415092277,6.671500000000001,20,,8.0
Si,0.0,29.0,0.0,9.5,,53.0,60.349999999999994,616.6551273762992,6.680000000000001,20,,8.5
Si,0.0,29.0,0.0,9.5,,52.5,60.349999999999994,618.3456084278462,6.6885,20,,9.0
Si,0.0,29.0,0.0,9.5,,52.0,60.349999999999994,619.9897484575359,6.697000000000001,20,,9.5
Si,0.0,29.0,0.0,9.5,,51.5,60.349999999999994,621.5911616312137,6.705500000000001,20,,10.0
Si,0.0,29.0,0.0,10.0,,61.0,62.0,567.9540874699132,6.736000000000001,20,,0.0
Si,0.0,29.0,0.0,10.0,,60.5,62.0,582.0962230936442,6.7445,20,,0.5
Si,0.0,29.0,0.0,10.0,,60.0,62.0,587.9540874699132,6.753000000000001,20,,1.0
Si,0.0,29.0,0.0,10.0,,59.5,62.0,592.448984897745,6.761500000000001,20,,1.5
Si,0.0,29.0,0.0,10.0,,59.0,62.0,596.2383587173751,6.7700000000000005,20,,2.0
Si,0.0,29.0,0.0,10.0,,58.5,62.0,599.576864071597,6.778500000000001,20,,2.5
Si,0.0,29.0,0.0,10.0,,58.0,62.0,602.5951036212908,6.787000000000001,20,,3.0
Si,0.0,29.0,0.0,10.0,,57.5,62.0,605.3706613376527,6.7955000000000005,20,,3.5
Si,0.0,29.0,0.0,10.0,,57.0,62.0,607.9540874699132,6.804,20,,4.0
Si,0.0,29.0,0.0,10.0,,56.5,62.0,610.3804943411061,6.812500000000001,20,,4.5
Si,0.0,29.0,0.0,10.0,,56.0,62.0,612.675447019909,6.821000000000001,20,,5.0
Si,0.0,29.0,0.0,10.0,,55.5,62.0,614.8582450681475,6.8295,20,,5.5
Si,0.0,29.0,0.0,10.0,,55.0,62.0,616.9438823255769,6.838000000000001,20,,6.0
Si,0.0,29.0,0.0,10.0,,54.5,62.0,618.9442826058411,6.846500000000001,20,,6.5
Si,0.0,29.0,0.0,10.0,,54.0,62.0,620.869113691205,6.855,20,,7.0
Si,0.0,29.0,0.0,10.0,,53.5,62.0,622.7263432204298,6.863500000000001,20,,7.5
Si,0.0,29.0,0.0,10.0,,53.0,62.0,624.522629964837,6.872000000000001,20,,8.0
Si,0.0,29.0,0.0,10.0,,52.5,62.0,626.2636064183663,6.8805000000000005,20,,8.5
Si,0.0,29.0,0.0,10.0,,52.0,62.0,627.9540874699132,6.889,20,,9.0
Si,0.0,29.0,0.0,10.0,,51.5,62.0,629.598227499603,6.897500000000001,20,,9.5
Si,0.0,29.0,0.0,10.0,,51.0,62.0,631.1996406732808,6.906000000000001,20,,10.0
Si,0.0,29.0,0.0,10.5,,60.5,63.65,577.3252101541793,6.9365,20,,0.0
Si,0.0,29.0,0.0,10.5,,60.0,63.65,591.4673457779103,6.944999999999999,20,,0.5
Si,0.0,29.0,0.0,10.5,,59.5,63.65,597.3252101541793,6.9535,20,,1.0
Si,0.0,29.0,0.0,10.5,,59.0,63.65,601.8201075820111,6.962,20,,1.5
Si,0.0,29.0,0.0,10.5,,58.5,63.65,605.6094814016412,6.9704999999999995,20,,2.0
Si,0.0,29.0,0.0,10.5,,58.0,63.65,608.9479867558631,6.979,20,,2.5
Si,0.0,29.0,0.0,10.5,,57.5,63.65,611.9662263055569,6.9875,20,,3.0
Si,0.0,29.0,0.0,10.5,,57.0,63.65,614.7417840219188,6.9959999999999996,20,,3.5
Si,0.0,29.0,0.0,10.5,,56.5,63.65,617.3252101541793,7.004499999999999,20,,4.0
Si,0.0,29.0,0.0,10.5,,56.0,63.65,619.7516170253722,7.013,20,,4.5
Si,0.0,29.0,0.0,10.5,,55.5,63.65,622.0465697041751,7.0215,20,,5.0
Si,0.0,29.0,0.0,10.5,,55.0,63.65,624.2293677524136,7.029999999999999,20,,5.5
Si,0.0,29.0,0.0,10.5,,54.5,63.65,626.3150050098429,7.0385,20,,6.0
Si,0.0,29.0,0.0,10.5,,54.0,63.65,628.3154052901072,7.047,20,,6.5
Si,0.0,29.0,0.0,10.5,,53.5,63.65,630.2402363754711,7.055499999999999,20,,7.0
Si,0.0,29.0,0.0,10.5,,53.0,63.65,632.0974659046959,7.064,20,,7.5
Si,0.0,29.0,0.0,10.5,,52.5,63.65,633.8937526491031,7.0725,20,,8.0
Si,0.0,29.0,0.0,10.5,,52.0,63.65,635.6347291026324,7.0809999999999995,20,,8.5
Si,0.0,29.0,0.0,10.5,,51.5,63.65,637.3252101541793,7.089499999999999,20,,9.0
Si,0.0,29.0,0.0,10.5,,51.0,63.65,638.9693501838691,7.098,20,,9.5
Si,0.0,29.0,0.0,10.5,,50.5,63.65,640.5707633575469,7.1065,20,,10.0
