X_element,C_wt%,Cr_wt%,N_wt%,Mo_wt%,Fe_wt% (balance),Ms_C,PREN,Strength_proxy_MPa,Service_T_C (info),Ms_ok_(>=200C),Fe_balance_ok_(>80%),Ni_wt%,Mn_wt%,Si_wt%
Ni,0.8,11.0,0.0,,87.2,49.79999999999998,11.0,359.68866541241795,20,False,True,1.0,,
Ni,0.8,11.0,0.0,,86.7,40.94999999999996,11.0,364.18356284024975,20,False,True,1.5,,
Ni,0.8,11.0,0.0,,86.2,32.099999999999966,11.0,367.97293665987985,20,False,True,2.0,,
Ni,0.8,11.0,0.0,,85.7,23.24999999999997,11.0,371.3114420141018,20,False,True,2.5,,
Ni,0.8,11.0,0.05,,88.15,67.49999999999997,11.8,379.9378890074142,20,False,True,0.0,,
Ni,0.8,11.0,0.05,,87.65,58.64999999999998,11.8,394.08002463114514,20,False,True,0.5,,
Ni,0.8,11.0,0.05,,87.15,49.79999999999998,11.8,399.9378890074142,20,False,True,1.0,,
Ni,0.8,11.0,0.05,,86.65,40.94999999999996,11.8,404.432786435246,20,False,True,1.5,,
Ni,0.8,11.0,0.05,,86.15,32.099999999999966,11.8,408.2221602548761,20,False,True,2.0,,
Ni,0.8,11.0,0.05,,85.65,23.24999999999997,11.8,411.560665609098,20,False,True,2.5,,
Ni,0.8,11.0,0.1,,88.1,67.49999999999997,12.6,396.6096632954488,20,False,True,0.0,,
Ni,0.8,11.0,0.1,,87.6,58.64999999999998,12.6,410.75179891917975,20,False,True,0.5,,
Ni,0.8,11.0,0.1,,87.1,49.79999999999998,12.6,416.6096632954488,20,False,True,1.0,,
Ni,0.8,11.0,0.1,,86.6,40.94999999999996,12.6,421.1045607232806,20,False,True,1.5,,
Ni,0.8,11.0,0.1,,86.1,32.099999999999966,12.6,424.8939345429107,20,False,True,2.0,,
Ni,0.8,11.0,0.1,,85.6,23.24999999999997,12.6,428.2324398971326,20,False,True,2.5,,
Ni,0.8,11.0,0.15,,88.05,67.49999999999997,13.4,409.4023656441515,20,False,True,0.0,,
Ni,0.8,11.0,0.15,,87.55,58.64999999999998,13.4,423.5445012678824,20,False,True,0.5,,
Ni,0.8,11.0,0.15,,87.05,49.79999999999998,13.4,429.4023656441515,20,False,True,1.0,,
Ni,0.8,11.0,0.15,,86.55,40.94999999999996,13.4,433.8972630719833,20,False,True,1.5,,
Ni,0.8,11.0,0.15,,86.05,32.099999999999966,13.4,437.6866368916134,20,False,True,2.0,,
Ni,0.8,11.0,0.15,,85.55,23.24999999999997,13.4,441.02514224583524,20,False,True,2.5,,
Ni,0.8,12.0,0.0,,87.2,55.39999999999998,12.0,344.8503542798004,20,False,True,0.0,,
Ni,0.8,12.0,0.0,,86.7,46.54999999999998,12.0,358.99248990353135,20,False,True,0.5,,
Ni,0.8,12.0,0.0,,86.2,37.69999999999999,12.0,364.8503542798004,20,False,True,1.0,,
Ni,0.8,12.0,0.0,,85.7,28.849999999999966,12.0,369.3452517076322,20,False,True,1.5,,
Ni,0.8,12.0,0.0,,85.2,19.99999999999997,12.0,373.1346255272623,20,False,True,2.0,,
Ni,0.8,12.0,0.0,,84.7,11.149999999999977,12.0,376.47313088148417,20,False,True,2.5,,
Ni,0.8,12.0,0.05,,87.15,55.39999999999998,12.8,385.09957787479664,20,False,True,0.0,,
Ni,0.8,12.0,0.05,,86.65,46.54999999999998,12.8,399.2417134985276,20,False,True,0.5,,
Ni,0.8,12.0,0.05,,86.15,37.69999999999999,12.8,405.09957787479664,20,False,True,1.0,,
Ni,0.8,12.0,0.05,,85.65,28.849999999999966,12.8,409.59447530262844,20,False,True,1.5,,
Ni,0.8,12.0,0.05,,85.15,19.99999999999997,12.8,413.38384912225854,20,False,True,2.0,,
Ni,0.8,12.0,0.05,,84.65,11.149999999999977,12.8,416.7223544764804,20,False,True,2.5,,
Ni,0.8,12.0,0.1,,87.1,55.39999999999998,13.6,401.77135216283125,20,False,True,0.0,,
Ni,0.8,12.0,0.1,,86.6,46.54999999999998,13.6,415.9134877865622,20,False,True,0.5,,
Ni,0.8,12.0,0.1,,86.1,37.69999999999999,13.6,421.77135216283125,20,False,True,1.0,,
Ni,0.8,12.0,0.1,,85.6,28.849999999999966,13.6,426.26624959066305,20,False,True,1.5,,
Ni,0.8,12.0,0.1,,85.1,19.99999999999997,13.6,430.05562341029315,20,False,True,2.0,,
Ni,0.8,12.0,0.1,,84.6,11.149999999999977,13.6,433.394128764515,20,False,True,2.5,,
Ni,0.8,12.0,0.15,,87.05,55.39999999999998,14.4,414.5640545115339,20,False,True,0.0,,
Ni,0.8,12.0,0.15,,86.55,46.54999999999998,14.4,428.7061901352649,20,False,True,0.5,,
Ni,0.8,12.0,0.15,,86.05,37.69999999999999,14.4,434.5640545115339,20,False,True,1.0,,
Ni,0.8,12.0,0.15,,85.55,28.849999999999966,14.4,439.0589519393657,20,False,True,1.5,,
Ni,0.8,12.0,0.15,,85.05,19.99999999999997,14.4,442.8483257589958,20,False,True,2.0,,
Ni,0.8,12.0,0.15,,84.55,11.149999999999977,14.4,446.18683111321775,20,False,True,2.5,,
Ni,0.8,13.0,0.0,,86.2,43.29999999999998,13.0,349.8010923912186,20,False,True,0.0,,
Ni,0.8,13.0,0.0,,85.7,34.44999999999999,13.0,363.94322801494957,20,False,True,0.5,,
Ni,0.8,13.0,0.0,,85.2,25.599999999999994,13.0,369.8010923912186,20,False,True,1.0,,
Ni,0.8,13.0,0.0,,84.7,16.74999999999997,13.0,374.2959898190504,20,False,True,1.5,,
Ni,0.8,13.0,0.0,,84.2,7.899999999999977,13.0,378.0853636386805,20,False,True,2.0,,
Ni,0.8,13.0,0.0,,83.7,-0.950000000000017,13.0,381.4238689929024,20,False,True,2.5,,
Ni,0.8,13.0,0.05,,86.15,43.29999999999998,13.8,390.05031598621486,20,False,True,0.0,,
Ni,0.8,13.0,0.05,,85.65,34.44999999999999,13.8,404.1924516099458,20,False,True,0.5,,
Ni,0.8,13.0,0.05,,85.15,25.599999999999994,13.8,410.05031598621486,20,False,True,1.0,,
Ni,0.8,13.0,0.05,,84.65,16.74999999999997,13.8,414.54521341404666,20,False,True,1.5,,
Ni,0.8,13.0,0.05,,84.15,7.899999999999977,13.8,418.33458723367676,20,False,True,2.0,,
Ni,0.8,13.0,0.05,,83.65,-0.950000000000017,13.8,421.6730925878986,20,False,True,2.5,,
Ni,0.8,13.0,0.1,,86.1,43.29999999999998,14.6,406.72209027424947,20,False,True,0.0,,
Ni,0.8,13.0,0.1,,85.6,34.44999999999999,14.6,420.8642258979804,20,False,True,0.5,,
Ni,0.8,13.0,0.1,,85.1,25.599999999999994,14.6,426.72209027424947,20,False,True,1.0,,
Ni,0.8,13.0,0.1,,84.6,16.74999999999997,14.6,431.21698770208127,20,False,True,1.5,,
Ni,0.8,13.0,0.1,,84.1,7.899999999999977,14.6,435.00636152171137,20,False,True,2.0,,
Ni,0.8,13.0,0.1,,83.6,-0.950000000000017,14.6,438.34486687593323,20,False,True,2.5,,
Ni,0.8,13.0,0.15,,86.05,43.29999999999998,15.4,419.51479262295214,20,False,True,0.0,,
Ni,0.8,13.0,0.15,,85.55,34.44999999999999,15.4,433.6569282466831,20,False,True,0.5,,
Ni,0.8,13.0,0.15,,85.05,25.599999999999994,15.4,439.51479262295214,20,False,True,1.0,,
Ni,0.8,13.0,0.15,,84.55,16.74999999999997,15.4,444.00969005078395,20,False,True,1.5,,
Ni,0.8,13.0,0.15,,84.05,7.899999999999977,15.4,447.79906387041405,20,False,True,2.0,,
Ni,0.8,13.0,0.15,,83.55,-0.950000000000017,15.4,451.13756922463597,20,False,True,2.5,,
Ni,0.8,14.0,0.0,,85.2,31.19999999999996,14.0,354.5648062870669,20,False,True,0.0,,
Ni,0.8,14.0,0.0,,84.7,22.349999999999966,14.0,368.70694191079787,20,False,True,0.5,,
Ni,0.8,14.0,0.0,,84.2,13.499999999999972,14.0,374.5648062870669,20,False,True,1.0,,
Ni,0.8,14.0,0.0,,83.7,4.649999999999949,14.0,379.0597037148987,20,False,True,1.5,,
Ni,0.8,14.0,0.0,,83.2,-4.2000000000000455,14.0,382.8490775345288,20,False,True,2.0,,
Ni,0.8,14.0,0.0,,82.7,-13.05000000000004,14.0,386.18758288875074,20,False,True,2.5,,
Ni,0.8,14.0,0.05,,85.15,31.19999999999996,14.8,394.81402988206315,20,False,True,0.0,,
Ni,0.8,14.0,0.05,,84.65,22.349999999999966,14.8,408.9561655057941,20,False,True,0.5,,
Ni,0.8,14.0,0.05,,84.15,13.499999999999972,14.8,414.81402988206315,20,False,True,1.0,,
Ni,0.8,14.0,0.05,,83.65,4.649999999999949,14.8,419.30892730989495,20,False,True,1.5,,
Ni,0.8,14.0,0.05,,83.15,-4.2000000000000455,14.8,423.09830112952505,20,False,True,2.0,,
Ni,0.8,14.0,0.05,,82.65,-13.05000000000004,14.8,426.436806483747,20,False,True,2.5,,
Ni,0.8,14.0,0.1,,85.1,31.19999999999996,15.6,411.48580417009777,20,False,True,0.0,,
Ni,0.8,14.0,0.1,,84.6,22.349999999999966,15.6,425.6279397938287,20,False,True,0.5,,
Ni,0.8,14.0,0.1,,84.1,13.499999999999972,15.6,431.48580417009777,20,False,True,1.0,,
Ni,0.8,14.0,0.1,,83.6,4.649999999999949,15.6,435.98070159792957,20,False,True,1.5,,
Ni,0.8,14.0,0.1,,83.1,-4.2000000000000455,15.6,439.77007541755967,20,False,True,2.0,,
Ni,0.8,14.0,0.1,,82.6,-13.05000000000004,15.6,443.1085807717816,20,False,True,2.5,,
Ni,0.8,14.0,0.15,,85.05,31.19999999999996,16.4,424.27850651880044,20,False,True,0.0,,
Ni,0.8,14.0,0.15,,84.55,22.349999999999966,16.4,438.4206421425314,20,False,True,0.5,,
Ni,0.8,14.0,0.15,,84.05,13.499999999999972,16.4,444.27850651880044,20,False,True,1.0,,
Ni,0.8,14.0,0.15,,83.55,4.649999999999949,16.4,448.77340394663224,20,False,True,1.5,,
Ni,0.8,14.0,0.15,,83.05,-4.2000000000000455,16.4,452.56277776626234,20,False,True,2.0,,
Ni,0.8,14.0,0.15,,82.55,-13.05000000000004,16.4,455.9012831204842,20,False,True,2.5,,
Ni,0.8,15.0,0.0,,84.2,19.099999999999966,15.0,359.1612148672385,20,False,True,0.0,,
Ni,0.8,15.0,0.0,,83.7,10.249999999999972,15.0,373.3033504909695,20,False,True,0.5,,
Ni,0.8,15.0,0.0,,83.2,1.3999999999999773,15.0,379.1612148672385,20,False,True,1.0,,
Ni,0.8,15.0,0.0,,82.7,-7.4500000000000455,15.0,383.65611229507033,20,False,True,1.5,,
Ni,0.8,15.0,0.0,,82.2,-16.30000000000004,15.0,387.44548611470043,20,False,True,2.0,,
Ni,0.8,15.0,0.0,,81.7,-25.150000000000034,15.0,390.7839914689223,20,False,True,2.5,,
Ni,0.8,15.0,0.05,,84.15,19.099999999999966,15.8,399.41043846223477,20,False,True,0.0,,
Ni,0.8,15.0,0.05,,83.65,10.249999999999972,15.8,413.5525740859657,20,False,True,0.5,,
Ni,0.8,15.0,0.05,,83.15,1.3999999999999773,15.8,419.41043846223477,20,False,True,1.0,,
Ni,0.8,15.0,0.05,,82.65,-7.4500000000000455,15.8,423.90533589006657,20,False,True,1.5,,
Ni,0.8,15.0,0.05,,82.15,-16.30000000000004,15.8,427.69470970969667,20,False,True,2.0,,
Ni,0.8,15.0,0.05,,81.65,-25.150000000000034,15.8,431.03321506391853,20,False,True,2.5,,
Ni,0.8,15.0,0.1,,84.1,19.099999999999966,16.6,416.0822127502694,20,False,True,0.0,,
Ni,0.8,15.0,0.1,,83.6,10.249999999999972,16.6,430.22434837400033,20,False,True,0.5,,
Ni,0.8,15.0,0.1,,83.1,1.3999999999999773,16.6,436.0822127502694,20,False,True,1.0,,
Ni,0.8,15.0,0.1,,82.6,-7.4500000000000455,16.6,440.5771101781012,20,False,True,1.5,,
Ni,0.8,15.0,0.1,,82.1,-16.30000000000004,16.6,444.3664839977313,20,False,True,2.0,,
Ni,0.8,15.0,0.1,,81.6,-25.150000000000034,16.6,447.70498935195315,20,False,True,2.5,,
Ni,0.8,15.0,0.15,,84.05,19.099999999999966,17.4,428.87491509897205,20,False,True,0.0,,
Ni,0.8,15.0,0.15,,83.55,10.249999999999972,17.4,443.017050722703,20,False,True,0.5,,
Ni,0.8,15.0,0.15,,83.05,1.3999999999999773,17.4,448.87491509897205,20,False,True,1.0,,
Ni,0.8,15.0,0.15,,82.55,-7.4500000000000455,17.4,453.36981252680386,20,False,True,1.5,,
Ni,0.8,15.0,0.15,,82.05,-16.30000000000004,17.4,457.15918634643396,20,False,True,2.0,,
Ni,0.8,15.0,0.15,,81.55,-25.150000000000034,17.4,460.4976917006559,20,False,True,2.5,,
Ni,0.9,11.0,0.0,,88.1,25.200000000000017,11.0,353.2526921750674,20,False,True,0.0,,
Ni,0.9,11.0,0.0,,87.6,16.350000000000023,11.0,367.39482779879836,20,False,True,0.5,,
Ni,0.9,11.0,0.0,,87.1,7.500000000000028,11.0,373.2526921750674,20,False,True,1.0,,
Ni,0.9,11.0,0.0,,86.6,-1.3499999999999943,11.0,377.7475896028992,20,False,True,1.5,,
Ni,0.9,11.0,0.0,,86.1,-10.199999999999989,11.0,381.5369634225293,20,False,True,2.0,,
Ni,0.9,11.0,0.0,,85.6,-19.049999999999983,11.0,384.8754687767512,20,False,True,2.5,,
Ni,0.9,11.0,0.05,,88.05,25.200000000000017,11.8,393.50191577006365,20,False,True,0.0,,
Ni,0.9,11.0,0.05,,87.55,16.350000000000023,11.8,407.6440513937946,20,False,True,0.5,,
Ni,0.9,11.0,0.05,,87.05,7.500000000000028,11.8,413.50191577006365,20,False,True,1.0,,
Ni,0.9,11.0,0.05,,86.55,-1.3499999999999943,11.8,417.99681319789545,20,False,True,1.5,,
Ni,0.9,11.0,0.05,,86.05,-10.199999999999989,11.8,421.78618701752555,20,False,True,2.0,,
Ni,0.9,11.0,0.05,,85.55,-19.049999999999983,11.8,425.1246923717474,20,False,True,2.5,,
Ni,0.9,11.0,0.1,,88.0,25.200000000000017,12.6,410.17369005809826,20,False,True,0.0,,
Ni,0.9,11.0,0.1,,87.5,16.350000000000023,12.6,424.3158256818292,20,False,True,0.5,,
Ni,0.9,11.0,0.1,,87.0,7.500000000000028,12.6,430.17369005809826,20,False,True,1.0,,
Ni,0.9,11.0,0.1,,86.5,-1.3499999999999943,12.6,434.66858748593006,20,False,True,1.5,,
Ni,0.9,11.0,0.1,,86.0,-10.199999999999989,12.6,438.45796130556016,20,False,True,2.0,,
Ni,0.9,11.0,0.1,,85.5,-19.049999999999983,12.6,441.796466659782,20,False,True,2.5,,
Ni,0.9,11.0,0.15,,87.95,25.200000000000017,13.4,422.96639240680094,20,False,True,0.0,,
Ni,0.9,11.0,0.15,,87.45,16.350000000000023,13.4,437.1085280305319,20,False,True,0.5,,
Ni,0.9,11.0,0.15,,86.95,7.500000000000028,13.4,442.96639240680094,20,False,True,1.0,,
Ni,0.9,11.0,0.15,,86.45,-1.3499999999999943,13.4,447.46128983463274,20,False,True,1.5,,
Ni,0.9,11.0,0.15,,85.95,-10.199999999999989,13.4,451.25066365426284,20,False,True,2.0,,
Ni,0.9,11.0,0.15,,85.45,-19.049999999999983,13.4,454.58916900848476,20,False,True,2.5,,
Ni,0.9,12.0,0.0,,87.1,13.100000000000023,12.0,358.4143810424498,20,False,True,0.0,,
Ni,0.9,12.0,0.0,,86.6,4.250000000000028,12.0,372.55651666618076,20,False,True,0.5,,
Ni,0.9,12.0,0.0,,86.1,-4.599999999999966,12.0,378.4143810424498,20,False,True,1.0,,
Ni,0.9,12.0,0.0,,85.6,-13.449999999999989,12.0,382.9092784702816,20,False,True,1.5,,
Ni,0.9,12.0,0.0,,85.1,-22.299999999999983,12.0,386.6986522899117,20,False,True,2.0,,
Ni,0.9,12.0,0.0,,84.6,-31.149999999999977,12.0,390.0371576441336,20,False,True,2.5,,
Ni,0.9,12.0,0.05,,87.05,13.100000000000023,12.8,398.66360463744604,20,False,True,0.0,,
Ni,0.9,12.0,0.05,,86.55,4.250000000000028,12.8,412.805740261177,20,False,True,0.5,,
Ni,0.9,12.0,0.05,,86.05,-4.599999999999966,12.8,418.66360463744604,20,False,True,1.0,,
Ni,0.9,12.0,0.05,,85.55,-13.449999999999989,12.8,423.15850206527784,20,False,True,1.5,,
Ni,0.9,12.0,0.05,,85.05,-22.299999999999983,12.8,426.94787588490794,20,False,True,2.0,,
Ni,0.9,12.0,0.05,,84.55,-31.149999999999977,12.8,430.2863812391298,20,False,True,2.5,,
Ni,0.9,12.0,0.1,,87.0,13.100000000000023,13.6,415.33537892548065,20,False,True,0.0,,
Ni,0.9,12.0,0.1,,86.5,4.250000000000028,13.6,429.4775145492116,20,False,True,0.5,,
Ni,0.9,12.0,0.1,,86.0,-4.599999999999966,13.6,435.33537892548065,20,False,True,1.0,,
Ni,0.9,12.0,0.1,,85.5,-13.449999999999989,13.6,439.83027635331246,20,False,True,1.5,,
Ni,0.9,12.0,0.1,,85.0,-22.299999999999983,13.6,443.61965017294256,20,False,True,2.0,,
Ni,0.9,12.0,0.1,,84.5,-31.149999999999977,13.6,446.9581555271644,20,False,True,2.5,,
Ni,0.9,12.0,0.15,,86.95,13.100000000000023,14.4,428.12808127418333,20,False,True,0.0,,
Ni,0.9,12.0,0.15,,86.45,4.250000000000028,14.4,442.2702168979143,20,False,True,0.5,,
Ni,0.9,12.0,0.15,,85.95,-4.599999999999966,14.4,448.12808127418333,20,False,True,1.0,,
Ni,0.9,12.0,0.15,,85.45,-13.449999999999989,14.4,452.62297870201513,20,False,True,1.5,,
Ni,0.9,12.0,0.15,,84.95,-22.299999999999983,14.4,456.41235252164523,20,False,True,2.0,,
Ni,0.9,12.0,0.15,,84.45,-31.149999999999977,14.4,459.75085787586715,20,False,True,2.5,,
Ni,0.9,13.0,0.0,,86.1,1.0000000000000284,13.0,363.365119153868,20,False,True,0.0,,
Ni,0.9,13.0,0.0,,85.6,-7.849999999999966,13.0,377.507254777599,20,False,True,0.5,,
Ni,0.9,13.0,0.0,,85.1,-16.69999999999996,13.0,383.365119153868,20,False,True,1.0,,
Ni,0.9,13.0,0.0,,84.6,-25.549999999999983,13.0,387.8600165816998,20,False,True,1.5,,
Ni,0.9,13.0,0.0,,84.1,-34.39999999999998,13.0,391.6493904013299,20,False,True,2.0,,
Ni,0.9,13.0,0.0,,83.6,-43.24999999999997,13.0,394.9878957555518,20,False,True,2.5,,
Ni,0.9,13.0,0.05,,86.05,1.0000000000000284,13.8,403.61434274886426,20,False,True,0.0,,
Ni,0.9,13.0,0.05,,85.55,-7.849999999999966,13.8,417.7564783725952,20,False,True,0.5,,
Ni,0.9,13.0,0.05,,85.05,-16.69999999999996,13.8,423.61434274886426,20,False,True,1.0,,
Ni,0.9,13.0,0.05,,84.55,-25.549999999999983,13.8,428.10924017669606,20,False,True,1.5,,
Ni,0.9,13.0,0.05,,84.05,-34.39999999999998,13.8,431.89861399632616,20,False,True,2.0,,
Ni,0.9,13.0,0.05,,83.55,-43.24999999999997,13.8,435.237119350548,20,False,True,2.5,,
Ni,0.9,13.0,0.1,,86.0,1.0000000000000284,14.6,420.2861170368989,20,False,True,0.0,,
Ni,0.9,13.0,0.1,,85.5,-7.849999999999966,14.6,434.4282526606298,20,False,True,0.5,,
Ni,0.9,13.0,0.1,,85.0,-16.69999999999996,14.6,440.2861170368989,20,False,True,1.0,,
Ni,0.9,13.0,0.1,,84.5,-25.549999999999983,14.6,444.7810144647307,20,False,True,1.5,,
Ni,0.9,13.0,0.1,,84.0,-34.39999999999998,14.6,448.5703882843608,20,False,True,2.0,,
Ni,0.9,13.0,0.1,,83.5,-43.24999999999997,14.6,451.90889363858264,20,False,True,2.5,,
Ni,0.9,13.0,0.15,,85.95,1.0000000000000284,15.4,433.07881938560155,20,False,True,0.0,,
Ni,0.9,13.0,0.15,,85.45,-7.849999999999966,15.4,447.2209550093325,20,False,True,0.5,,
Ni,0.9,13.0,0.15,,84.95,-16.69999999999996,15.4,453.07881938560155,20,False,True,1.0,,
Ni,0.9,13.0,0.15,,84.45,-25.549999999999983,15.4,457.57371681343335,20,False,True,1.5,,
Ni,0.9,13.0,0.15,,83.95,-34.39999999999998,15.4,461.36309063306345,20,False,True,2.0,,
Ni,0.9,13.0,0.15,,83.45,-43.24999999999997,15.4,464.7015959872854,20,False,True,2.5,,
Ni,0.9,14.0,0.0,,85.1,-11.099999999999994,14.0,368.1288330497164,20,False,True,0.0,,
Ni,0.9,14.0,0.0,,84.6,-19.94999999999999,14.0,382.2709686734473,20,False,True,0.5,,
Ni,0.9,14.0,0.0,,84.1,-28.799999999999983,14.0,388.1288330497164,20,False,True,1.0,,
Ni,0.9,14.0,0.0,,83.6,-37.650000000000006,14.0,392.6237304775482,20,False,True,1.5,,
Ni,0.9,14.0,0.0,,83.1,-46.5,14.0,396.4131042971783,20,False,True,2.0,,
Ni,0.9,14.0,0.0,,82.6,-55.349999999999994,14.0,399.75160965140014,20,False,True,2.5,,
Ni,0.9,14.0,0.05,,85.05,-11.099999999999994,14.8,408.3780566447126,20,False,True,0.0,,
Ni,0.9,14.0,0.05,,84.55,-19.94999999999999,14.8,422.52019226844357,20,False,True,0.5,,
Ni,0.9,14.0,0.05,,84.05,-28.799999999999983,14.8,428.3780566447126,20,False,True,1.0,,
Ni,0.9,14.0,0.05,,83.55,-37.650000000000006,14.8,432.8729540725444,20,False,True,1.5,,
Ni,0.9,14.0,0.05,,83.05,-46.5,14.8,436.6623278921745,20,False,True,2.0,,
Ni,0.9,14.0,0.05,,82.55,-55.349999999999994,14.8,440.0008332463964,20,False,True,2.5,,
Ni,0.9,14.0,0.1,,85.0,-11.099999999999994,15.6,425.0498309327472,20,False,True,0.0,,
Ni,0.9,14.0,0.1,,84.5,-19.94999999999999,15.6,439.1919665564782,20,False,True,0.5,,
Ni,0.9,14.0,0.1,,84.0,-28.799999999999983,15.6,445.0498309327472,20,False,True,1.0,,
Ni,0.9,14.0,0.1,,83.5,-37.650000000000006,15.6,449.54472836057903,20,False,True,1.5,,
Ni,0.9,14.0,0.1,,83.0,-46.5,15.6,453.33410218020913,20,False,True,2.0,,
Ni,0.9,14.0,0.1,,82.5,-55.349999999999994,15.6,456.672607534431,20,False,True,2.5,,
Ni,0.9,14.0,0.15,,84.95,-11.099999999999994,16.4,437.8425332814499,20,False,True,0.0,,
Ni,0.9,14.0,0.15,,84.45,-19.94999999999999,16.4,451.98466890518085,20,False,True,0.5,,
Ni,0.9,14.0,0.15,,83.95,-28.799999999999983,16.4,457.8425332814499,20,False,True,1.0,,
Ni,0.9,14.0,0.15,,83.45,-37.650000000000006,16.4,462.3374307092817,20,False,True,1.5,,
Ni,0.9,14.0,0.15,,82.95,-46.5,16.4,466.1268045289118,20,False,True,2.0,,
Ni,0.9,14.0,0.15,,82.45,-55.349999999999994,16.4,469.4653098831337,20,False,True,2.5,,
Ni,0.9,15.0,0.0,,84.1,-23.19999999999999,15.0,372.72524162988805,20,False,True,0.0,,
Ni,0.9,15.0,0.0,,83.6,-32.04999999999998,15.0,386.867377253619,20,False,True,0.5,,
Ni,0.9,15.0,0.0,,83.1,-40.89999999999998,15.0,392.72524162988805,20,False,True,1.0,,
Ni,0.9,15.0,0.0,,82.6,-49.75,15.0,397.22013905771985,20,False,True,1.5,,
Ni,0.9,15.0,0.0,,82.1,-58.599999999999994,15.0,401.00951287734995,20,False,True,2.0,,
Ni,0.9,15.0,0.0,,81.6,-67.44999999999999,15.0,404.3480182315718,20,False,True,2.5,,
Ni,0.9,15.0,0.05,,84.05,-23.19999999999999,15.8,412.9744652248843,20,False,True,0.0,,
Ni,0.9,15.0,0.05,,83.55,-32.04999999999998,15.8,427.11660084861524,20,False,True,0.5,,
Ni,0.9,15.0,0.05,,83.05,-40.89999999999998,15.8,432.9744652248843,20,False,True,1.0,,
Ni,0.9,15.0,0.05,,82.55,-49.75,15.8,437.4693626527161,20,False,True,1.5,,
Ni,0.9,15.0,0.05,,82.05,-58.599999999999994,15.8,441.2587364723462,20,False,True,2.0,,
Ni,0.9,15.0,0.05,,81.55,-67.44999999999999,15.8,444.59724182656805,20,False,True,2.5,,
Ni,0.9,15.0,0.1,,84.0,-23.19999999999999,16.6,429.6462395129189,20,False,True,0.0,,
Ni,0.9,15.0,0.1,,83.5,-32.04999999999998,16.6,443.78837513664985,20,False,True,0.5,,
Ni,0.9,15.0,0.1,,83.0,-40.89999999999998,16.6,449.6462395129189,20,False,True,1.0,,
Ni,0.9,15.0,0.1,,82.5,-49.75,16.6,454.1411369407507,20,False,True,1.5,,
Ni,0.9,15.0,0.1,,82.0,-58.599999999999994,16.6,457.9305107603808,20,False,True,2.0,,
Ni,0.9,15.0,0.1,,81.5,-67.44999999999999,16.6,461.26901611460266,20,False,True,2.5,,
Ni,0.9,15.0,0.15,,83.95,-23.19999999999999,17.4,442.4389418616216,20,False,True,0.0,,
Ni,0.9,15.0,0.15,,83.45,-32.04999999999998,17.4,456.5810774853525,20,False,True,0.5,,
Ni,0.9,15.0,0.15,,82.95,-40.89999999999998,17.4,462.4389418616216,20,False,True,1.0,,
Ni,0.9,15.0,0.15,,82.45,-49.75,17.4,466.9338392894534,20,False,True,1.5,,
Ni,0.9,15.0,0.15,,81.95,-58.599999999999994,17.4,470.7232131090835,20,False,True,2.0,,
Ni,0.9,15.0,0.15,,81.45,-67.44999999999999,17.4,474.0617184633054,20,False,True,2.5,,
Ni,1.0,11.0,0.0,,88.0,-17.099999999999994,11.0,366.081867662439,20,False,True,0.0,,
Ni,1.0,11.0,0.0,,87.5,-25.94999999999999,11.0,380.22400328616993,20,False,True,0.5,,
Ni,1.0,11.0,0.0,,87.0,-34.8,11.0,386.081867662439,20,False,True,1.0,,
Ni,1.0,11.0,0.0,,86.5,-43.64999999999999,11.0,390.5767650902708,20,False,True,1.5,,
Ni,1.0,11.0,0.0,,86.0,-52.5,11.0,394.3661389099009,20,False,True,2.0,,
Ni,1.0,11.0,0.0,,85.5,-61.349999999999994,11.0,397.70464426412275,20,False,True,2.5,,
Ni,1.0,11.0,0.05,,87.95,-17.099999999999994,11.8,406.3310912574352,20,False,True,0.0,,
Ni,1.0,11.0,0.05,,87.45,-25.94999999999999,11.8,420.47322688116617,20,False,True,0.5,,
Ni,1.0,11.0,0.05,,86.95,-34.8,11.8,426.3310912574352,20,False,True,1.0,,
Ni,1.0,11.0,0.05,,86.45,-43.64999999999999,11.8,430.825988685267,20,False,True,1.5,,
Ni,1.0,11.0,0.05,,85.95,-52.5,11.8,434.6153625048971,20,False,True,2.0,,
Ni,1.0,11.0,0.05,,85.45,-61.349999999999994,11.8,437.953867859119,20,False,True,2.5,,
Ni,1.0,11.0,0.1,,87.9,-17.099999999999994,12.6,423.00286554546983,20,False,True,0.0,,
Ni,1.0,11.0,0.1,,87.4,-25.94999999999999,12.6,437.1450011692008,20,False,True,0.5,,
Ni,1.0,11.0,0.1,,86.9,-34.8,12.6,443.00286554546983,20,False,True,1.0,,
Ni,1.0,11.0,0.1,,86.4,-43.64999999999999,12.6,447.49776297330163,20,False,True,1.5,,
Ni,1.0,11.0,0.1,,85.9,-52.5,12.6,451.28713679293173,20,False,True,2.0,,
Ni,1.0,11.0,0.1,,85.4,-61.349999999999994,12.6,454.6256421471536,20,False,True,2.5,,
Ni,1.0,11.0,0.15,,87.85,-17.099999999999994,13.4,435.7955678941725,20,False,True,0.0,,
Ni,1.0,11.0,0.15,,87.35,-25.94999999999999,13.4,449.93770351790346,20,False,True,0.5,,
Ni,1.0,11.0,0.15,,86.85,-34.8,13.4,455.7955678941725,20,False,True,1.0,,
Ni,1.0,11.0,0.15,,86.35,-43.64999999999999,13.4,460.2904653220043,20,False,True,1.5,,
