Radial Modelled (mm)	 Height Modelled (mm)
1.6984821557998700	-0.003954512067139150
1.7082942724227900	-0.004004400689154860
1.7181065082550000	-0.004053374752402310
1.7279186248779300	-0.004100235179066660
1.738711953163150	-0.00414543179795146
1.7485241889953600	-0.004190463572740560
1.7583363056182900	-0.004233021754771470
1.768148422241210	-0.0042734513990581000
1.7779606580734300	-0.004314375575631860
1.7887539863586400	-0.00435332115739584
1.7985661029815700	-0.004390362650156020
1.8083781003952000	-0.004426669795066120
1.818190336227420	-0.004462122917175290
1.8289836645126300	-0.0044959415681660200
1.838795781135560	-0.004528366029262540
1.8486080169677700	-0.004560505971312520
1.8584201335907000	-0.004591596312820910
1.8692134618759200	-0.004620618186891080
1.8790256977081300	-0.004649999551475050
1.8888378143310500	-0.004678136669099330
1.8986499309539800	-0.004704640246927740
1.9094432592392000	-0.0047309487126767600
1.9192554950714100	-0.004756942391395570
1.929067611694340	-0.0047815116122365
1.9388797283172600	-0.004805376753211020
1.9496731758117700	-0.0048293014988303200
1.9594852924346900	-0.00485231215134263
1.9692974090576200	-0.004873703699558970
1.979109525680540	-0.004896009806543590
1.9899028539657600	-0.004917311482131480
1.999714970588680	-0.004937338642776010
2.0095272064209000	-0.004957560915499930
