Radial Modelled (mm)	 Height Modelled (mm)
1.7298294305801400	-0.004458330105990170
1.7397654056549100	-0.0045238989405334
1.7497012615203900	-0.004587698727846150
1.76063072681427	-0.004650644026696680
1.770566463470460	-0.004711085930466650
1.7805023193359400	-0.004769609309732910
1.790438175201420	-0.004827308002859350
1.8003740310668900	-0.004883387591689830
1.8113034963607800	-0.004937548656016590
1.8212392330169700	-0.00498949084430933
1.8311750888824500	-0.005041118245571850
1.8411109447479200	-0.005091141909360890
1.852040410041810	-0.005139111541211610
1.861976146698000	-0.005185597576200960
1.8719120025634800	-0.005232173018157480
1.881847858428960	-0.005276740062981840
1.8927773237228400	-0.005319148302078250
1.9027130603790300	-0.0053618415258824800
1.9126489162445100	-0.005402945913374420
1.9225847721099900	-0.005442325957119470
1.9335142374038700	-0.0054808068089187100
1.9434500932693500	-0.005518837831914430
1.953385829925540	-0.005555205047130590
1.9633218050003100	-0.005590657703578470
1.9742511510849	-0.005625510588288310
1.9841870069503800	-0.005659344606101510
1.994122862815860	-0.005691484082490210
2.004058599472050	-0.005723669193685060
2.0149881839752200	-0.005754909478127960
2.024923801422120	-0.005784575827419760
2.0348598957061800	-0.005814122036099430
