Radial Modelled (mm)	 Height Modelled (mm)
1.6682697534561200	-0.0031584228854626400
1.6781411170959500	-0.0032043089158833000
1.6880125999450700	-0.003247526939958330
1.6978839635849	-0.0032915691845119
1.7087424993515000	-0.003335821209475400
1.7186139822006200	-0.0033790390007197900
1.728485345840450	-0.003420787863433360
1.7383568286895800	-0.003462836379185320
1.7492153644561800	-0.003504555206745860
1.7590867280960100	-0.003543815342709420
1.7689582109451300	-0.0035837653558701300
1.778829574584960	-0.003624329809099440
1.788701057434080	-0.003662465838715430
1.7995595932006800	-0.0037001671735197300
1.8094310760498000	-0.0037384978495538200
1.8193024396896400	-0.0037756296806037400
1.8291739225387600	-0.00381108233705163
1.8400324583053600	-0.003847704268991950
1.8499038219451900	-0.0038837564643472400
1.8597753047943100	-0.003918474540114400
1.869646668434140	-0.003952488303184510
1.8805052042007400	-0.0039870114997029300
1.8903766870498700	-0.00402000593021512
1.9002480506897000	-0.004052310716360810
1.9101195335388200	-0.004085049964487550
1.92097806930542	-0.004117429722100500
1.930849552154540	-0.004148280248045920
1.9407209157943700	-0.004178980831056830
1.9505923986434900	-0.004210041370242830
1.9614509344101000	-0.004239692818373440
1.9713222980499300	-0.004268609452992680
1.9811937808990500	-0.004298425745218990
1.9910651445388800	-0.004327087663114070
2.0019235610961900	-0.004354310687631370
2.0117950439453100	-0.004382418002933260
2.0216665267944300	-0.004409116227179770
