X_element,C_wt%,Cr_wt%,N_wt%,Ni_wt%,Mo_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Si_wt%
Mo,0.03,27.5,0.15,9.5,5.0,57.82,46.4,626.5288161803965,5.910764,20,,
Mo,0.03,27.5,0.15,9.5,5.5,57.32,48.05,639.6256044698275,6.111264,20,,
Mo,0.03,27.5,0.15,9.5,6.0,56.82,49.699999999999996,652.139428014403,6.311764,20,,
Mo,0.03,27.5,0.15,9.5,6.5,56.32,51.35,664.1418296959888,6.512264,20,,
Mo,0.03,27.5,0.15,9.5,7.0,55.82,52.99999999999999,675.6908162081726,6.712764000000001,20,,
Mo,0.03,27.5,0.15,9.5,7.5,55.32,54.65,686.8341933835213,6.913264,20,,
Mo,0.03,27.5,0.15,9.5,8.0,54.82,56.3,697.6119138499646,7.113764000000001,20,,
Mo,0.03,27.5,0.15,9.5,8.5,54.32,57.949999999999996,708.0577725711398,7.314264000000001,20,,
Mo,0.03,27.5,0.15,9.5,9.0,53.82,59.6,718.2006588804218,7.514764,20,,
Mo,0.03,27.5,0.15,9.5,9.5,53.32,61.24999999999999,728.0654990585602,7.715264000000001,20,,
Mo,0.03,27.5,0.15,9.5,10.0,52.82,62.9,737.6739781006272,7.915764000000001,20,,
Mo,0.03,27.5,0.15,10.0,0.0,62.32,29.9,359.80207205409954,3.9752640000000006,20,,
Mo,0.03,27.5,0.15,10.0,0.5,61.82,31.549999999999997,444.65488579648525,4.175764000000001,20,,
Mo,0.03,27.5,0.15,10.0,1.0,61.32,33.2,479.80207205409954,4.376264000000001,20,,
Mo,0.03,27.5,0.15,10.0,1.5,60.82,34.85,506.77145662109024,4.576764000000001,20,,
Mo,0.03,27.5,0.15,10.0,2.0,60.32,36.5,529.507699538871,4.777264000000001,20,,
Mo,0.03,27.5,0.15,10.0,2.5,59.82,38.15,549.5387316642023,4.9777640000000005,20,,
Mo,0.03,27.5,0.15,10.0,3.0,59.32,39.8,567.6481689623648,5.178264,20,,
Mo,0.03,27.5,0.15,10.0,3.5,58.82,41.449999999999996,584.301515260536,5.378764,20,,
Mo,0.03,27.5,0.15,10.0,4.0,58.32,43.1,599.8020720540995,5.579264,20,,
Mo,0.03,27.5,0.15,10.0,4.5,57.82,44.75,614.3605132812567,5.779764,20,,
Mo,0.03,27.5,0.15,10.0,5.0,57.32,46.4,628.1302293540743,5.980264000000001,20,,
Mo,0.03,27.5,0.15,10.0,5.5,56.82,48.05,641.2270176435054,6.180764000000001,20,,
Mo,0.03,27.5,0.15,10.0,6.0,56.32,49.699999999999996,653.7408411880808,6.381264000000001,20,,
Mo,0.03,27.5,0.15,10.0,6.5,55.82,51.35,665.7432428696666,6.581764000000001,20,,
Mo,0.03,27.5,0.15,10.0,7.0,55.32,52.99999999999999,677.2922293818503,6.782264000000001,20,,
Mo,0.03,27.5,0.15,10.0,7.5,54.82,54.65,688.4356065571992,6.982764,20,,
Mo,0.03,27.5,0.15,10.0,8.0,54.32,56.3,699.2133270236424,7.183264000000001,20,,
Mo,0.03,27.5,0.15,10.0,8.5,53.82,57.949999999999996,709.6591857448176,7.383764000000001,20,,
Mo,0.03,27.5,0.15,10.0,9.0,53.32,59.6,719.8020720540995,7.584264000000001,20,,
Mo,0.03,27.5,0.15,10.0,9.5,52.82,61.24999999999999,729.666912232238,7.784764000000001,20,,
Mo,0.03,27.5,0.15,10.0,10.0,52.32,62.9,739.2753912743051,7.985264000000001,20,,
Mo,0.03,27.5,0.15,10.5,0.0,61.82,29.9,361.3639258348105,4.044764000000001,20,,
Mo,0.03,27.5,0.15,10.5,0.5,61.32,31.549999999999997,446.2167395771962,4.245264000000001,20,,
Mo,0.03,27.5,0.15,10.5,1.0,60.82,33.2,481.3639258348105,4.4457640000000005,20,,
Mo,0.03,27.5,0.15,10.5,1.5,60.32,34.85,508.3333104018012,4.646264,20,,
Mo,0.03,27.5,0.15,10.5,2.0,59.82,36.5,531.0695533195819,4.846764,20,,
Mo,0.03,27.5,0.15,10.5,2.5,59.32,38.15,551.1005854449133,5.047264000000001,20,,
Mo,0.03,27.5,0.15,10.5,3.0,58.82,39.8,569.2100227430758,5.247764000000001,20,,
Mo,0.03,27.5,0.15,10.5,3.5,58.32,41.449999999999996,585.863369041247,5.448264000000001,20,,
Mo,0.03,27.5,0.15,10.5,4.0,57.82,43.1,601.3639258348105,5.648764000000001,20,,
Mo,0.03,27.5,0.15,10.5,4.5,57.32,44.75,615.9223670619676,5.849264000000001,20,,
Mo,0.03,27.5,0.15,10.5,5.0,56.82,46.4,629.6920831347853,6.0497640000000015,20,,
Mo,0.03,27.5,0.15,10.5,5.5,56.32,48.05,642.7888714242163,6.250264000000001,20,,
Mo,0.03,27.5,0.15,10.5,6.0,55.82,49.699999999999996,655.3026949687919,6.450764000000001,20,,
Mo,0.03,27.5,0.15,10.5,6.5,55.32,51.35,667.3050966503777,6.651264000000001,20,,
Mo,0.03,27.5,0.15,10.5,7.0,54.82,52.99999999999999,678.8540831625614,6.851764000000001,20,,
Mo,0.03,27.5,0.15,10.5,7.5,54.32,54.65,689.9974603379102,7.052264000000001,20,,
Mo,0.03,27.5,0.15,10.5,8.0,53.82,56.3,700.7751808043533,7.252764000000001,20,,
Mo,0.03,27.5,0.15,10.5,8.5,53.32,57.949999999999996,711.2210395255286,7.453264000000001,20,,
Mo,0.03,27.5,0.15,10.5,9.0,52.82,59.6,721.3639258348105,7.653764000000001,20,,
Mo,0.03,27.5,0.15,10.5,9.5,52.32,61.24999999999999,731.2287660129491,7.854264000000001,20,,
Mo,0.03,27.5,0.15,10.5,10.0,51.82,62.9,740.8372450550161,8.054764000000002,20,,
Mo,0.03,28.0,0.0,9.5,0.0,62.47,28.0,290.148001993433,3.9525390000000007,20,,
Mo,0.03,28.0,0.0,9.5,0.5,61.97,29.65,375.0008157358187,4.153039000000001,20,,
Mo,0.03,28.0,0.0,9.5,1.0,61.47,31.3,410.148001993433,4.3535390000000005,20,,
Mo,0.03,28.0,0.0,9.5,1.5,60.97,32.95,437.1173865604237,4.554039,20,,
Mo,0.03,28.0,0.0,9.5,2.0,60.47,34.6,459.8536294782044,4.754539000000001,20,,
Mo,0.03,28.0,0.0,9.5,2.5,59.97,36.25,479.8846616035358,4.955039000000001,20,,
Mo,0.03,28.0,0.0,9.5,3.0,59.47,37.9,497.9940989016983,5.155539000000001,20,,
Mo,0.03,28.0,0.0,9.5,3.5,58.97,39.55,514.6474451998695,5.356039000000001,20,,
Mo,0.03,28.0,0.0,9.5,4.0,58.47,41.2,530.148001993433,5.556539000000001,20,,
Mo,0.03,28.0,0.0,9.5,4.5,57.97,42.85,544.7064432205901,5.757039000000001,20,,
Mo,0.03,28.0,0.0,9.5,5.0,57.47,44.5,558.4761592934078,5.957539000000001,20,,
Mo,0.03,28.0,0.0,9.5,5.5,56.97,46.15,571.5729475828389,6.1580390000000005,20,,
Mo,0.03,28.0,0.0,9.5,6.0,56.47,47.8,584.0867711274143,6.358539,20,,
Mo,0.03,28.0,0.0,9.5,6.5,55.97,49.45,596.089172809,6.559039,20,,
Mo,0.03,28.0,0.0,9.5,7.0,55.47,51.099999999999994,607.6381593211838,6.759539000000001,20,,
Mo,0.03,28.0,0.0,9.5,7.5,54.97,52.75,618.7815364965327,6.960039,20,,
Mo,0.03,28.0,0.0,9.5,8.0,54.47,54.4,629.5592569629758,7.160539000000001,20,,
Mo,0.03,28.0,0.0,9.5,8.5,53.97,56.05,640.0051156841511,7.361039000000002,20,,
Mo,0.03,28.0,0.0,9.5,9.0,53.47,57.7,650.148001993433,7.561539000000001,20,,
Mo,0.03,28.0,0.0,9.5,9.5,52.97,59.349999999999994,660.0128421715715,7.7620390000000015,20,,
Mo,0.03,28.0,0.0,9.5,10.0,52.47,61.0,669.6213212136386,7.962539000000001,20,,
Mo,0.03,28.0,0.0,10.0,0.0,61.97,28.0,291.7494151671109,4.022039000000001,20,,
Mo,0.03,28.0,0.0,10.0,0.5,61.47,29.65,376.6022289094966,4.222539000000001,20,,
Mo,0.03,28.0,0.0,10.0,1.0,60.97,31.3,411.7494151671109,4.423039000000001,20,,
Mo,0.03,28.0,0.0,10.0,1.5,60.47,32.95,438.7187997341016,4.623539000000001,20,,
Mo,0.03,28.0,0.0,10.0,2.0,59.97,34.6,461.4550426518823,4.824039000000001,20,,
Mo,0.03,28.0,0.0,10.0,2.5,59.47,36.25,481.4860747772137,5.024539000000002,20,,
Mo,0.03,28.0,0.0,10.0,3.0,58.97,37.9,499.5955120753762,5.2250390000000015,20,,
Mo,0.03,28.0,0.0,10.0,3.5,58.47,39.55,516.2488583735474,5.425539000000001,20,,
Mo,0.03,28.0,0.0,10.0,4.0,57.97,41.2,531.7494151671109,5.626039000000001,20,,
Mo,0.03,28.0,0.0,10.0,4.5,57.47,42.85,546.307856394268,5.826539000000001,20,,
Mo,0.03,28.0,0.0,10.0,5.0,56.97,44.5,560.0775724670857,6.027039000000002,20,,
Mo,0.03,28.0,0.0,10.0,5.5,56.47,46.15,573.1743607565168,6.227539000000002,20,,
Mo,0.03,28.0,0.0,10.0,6.0,55.97,47.8,585.6881843010922,6.428039000000002,20,,
Mo,0.03,28.0,0.0,10.0,6.5,55.47,49.45,597.6905859826779,6.628539000000002,20,,
Mo,0.03,28.0,0.0,10.0,7.0,54.97,51.099999999999994,609.2395724948617,6.829039000000002,20,,
Mo,0.03,28.0,0.0,10.0,7.5,54.47,52.75,620.3829496702106,7.0295390000000015,20,,
Mo,0.03,28.0,0.0,10.0,8.0,53.97,54.4,631.1606701366537,7.230039000000001,20,,
Mo,0.03,28.0,0.0,10.0,8.5,53.47,56.05,641.606528857829,7.430539000000001,20,,
Mo,0.03,28.0,0.0,10.0,9.0,52.97,57.7,651.7494151671109,7.631039000000001,20,,
Mo,0.03,28.0,0.0,10.0,9.5,52.47,59.349999999999994,661.6142553452494,7.831539000000001,20,,
Mo,0.03,28.0,0.0,10.0,10.0,51.97,61.0,671.2227343873165,8.032039000000001,20,,
Mo,0.03,28.0,0.0,10.5,0.0,61.47,28.0,293.3112689478219,4.091539000000001,20,,
Mo,0.03,28.0,0.0,10.5,0.5,60.97,29.65,378.1640826902076,4.292039000000001,20,,
Mo,0.03,28.0,0.0,10.5,1.0,60.47,31.3,413.3112689478219,4.492539000000001,20,,
Mo,0.03,28.0,0.0,10.5,1.5,59.97,32.95,440.28065351481257,4.693039000000001,20,,
Mo,0.03,28.0,0.0,10.5,2.0,59.47,34.6,463.0168964325933,4.8935390000000005,20,,
Mo,0.03,28.0,0.0,10.5,2.5,58.97,36.25,483.04792855792465,5.094039000000001,20,,
Mo,0.03,28.0,0.0,10.5,3.0,58.47,37.9,501.15736585608715,5.294539000000001,20,,
Mo,0.03,28.0,0.0,10.5,3.5,57.97,39.55,517.8107121542583,5.495039000000001,20,,
Mo,0.03,28.0,0.0,10.5,4.0,57.47,41.2,533.3112689478219,5.695539000000001,20,,
Mo,0.03,28.0,0.0,10.5,4.5,56.97,42.85,547.869710174979,5.896039000000001,20,,
Mo,0.03,28.0,0.0,10.5,5.0,56.47,44.5,561.6394262477967,6.096539000000002,20,,
Mo,0.03,28.0,0.0,10.5,5.5,55.97,46.15,574.7362145372276,6.297039000000002,20,,
Mo,0.03,28.0,0.0,10.5,6.0,55.47,47.8,587.2500380818033,6.4975390000000015,20,,
Mo,0.03,28.0,0.0,10.5,6.5,54.97,49.45,599.252439763389,6.698039000000001,20,,
Mo,0.03,28.0,0.0,10.5,7.0,54.47,51.099999999999994,610.8014262755728,6.898539000000001,20,,
Mo,0.03,28.0,0.0,10.5,7.5,53.97,52.75,621.9448034509215,7.099039000000001,20,,
Mo,0.03,28.0,0.0,10.5,8.0,53.47,54.4,632.7225239173647,7.299539000000001,20,,
Mo,0.03,28.0,0.0,10.5,8.5,52.97,56.05,643.1683826385399,7.500039000000001,20,,
Mo,0.03,28.0,0.0,10.5,9.0,52.47,57.7,653.3112689478219,7.700539000000001,20,,
Mo,0.03,28.0,0.0,10.5,9.5,51.97,59.349999999999994,663.1761091259605,7.901039000000001,20,,
Mo,0.03,28.0,0.0,10.5,10.0,51.47,61.0,672.7845881680274,8.101539000000002,20,,
Mo,0.03,28.0,0.05,9.5,0.0,62.42,28.8,330.39722558842925,3.9526140000000005,20,,
Mo,0.03,28.0,0.05,9.5,0.5,61.92,30.45,415.25003933081496,4.153114,20,,
Mo,0.03,28.0,0.05,9.5,1.0,61.42,32.1,450.39722558842925,4.353614,20,,
Mo,0.03,28.0,0.05,9.5,1.5,60.92,33.75,477.36661015541995,4.554114,20,,
Mo,0.03,28.0,0.05,9.5,2.0,60.42,35.4,500.10285307320066,4.754614,20,,
Mo,0.03,28.0,0.05,9.5,2.5,59.92,37.05,520.133885198532,4.955114000000001,20,,
Mo,0.03,28.0,0.05,9.5,3.0,59.42,38.699999999999996,538.2433224966945,5.155614000000001,20,,
Mo,0.03,28.0,0.05,9.5,3.5,58.92,40.349999999999994,554.8966687948657,5.356114000000001,20,,
Mo,0.03,28.0,0.05,9.5,4.0,58.42,42.0,570.3972255884293,5.556614000000001,20,,
Mo,0.03,28.0,0.05,9.5,4.5,57.92,43.65,584.9556668155864,5.7571140000000005,20,,
Mo,0.03,28.0,0.05,9.5,5.0,57.42,45.3,598.725382888404,5.957614000000001,20,,
Mo,0.03,28.0,0.05,9.5,5.5,56.92,46.949999999999996,611.8221711778351,6.158114000000001,20,,
Mo,0.03,28.0,0.05,9.5,6.0,56.42,48.599999999999994,624.3359947224105,6.358614000000001,20,,
Mo,0.03,28.0,0.05,9.5,6.5,55.92,50.25,636.3383964039963,6.559114000000001,20,,
Mo,0.03,28.0,0.05,9.5,7.0,55.42,51.89999999999999,647.8873829161801,6.759614000000001,20,,
Mo,0.03,28.0,0.05,9.5,7.5,54.92,53.55,659.0307600915289,6.960114000000001,20,,
Mo,0.03,28.0,0.05,9.5,8.0,54.42,55.199999999999996,669.8084805579721,7.160614000000001,20,,
Mo,0.03,28.0,0.05,9.5,8.5,53.92,56.849999999999994,680.2543392791473,7.361114000000001,20,,
Mo,0.03,28.0,0.05,9.5,9.0,53.42,58.5,690.3972255884293,7.5616140000000005,20,,
Mo,0.03,28.0,0.05,9.5,9.5,52.92,60.14999999999999,700.2620657665677,7.762114,20,,
Mo,0.03,28.0,0.05,9.5,10.0,52.42,61.8,709.8705448086348,7.962614000000001,20,,
Mo,0.03,28.0,0.05,10.0,0.0,61.92,28.8,331.9986387621071,4.022114,20,,
Mo,0.03,28.0,0.05,10.0,0.5,61.42,30.45,416.8514525044928,4.222614,20,,
Mo,0.03,28.0,0.05,10.0,1.0,60.92,32.1,451.9986387621071,4.423114,20,,
Mo,0.03,28.0,0.05,10.0,1.5,60.42,33.75,478.9680233290977,4.623614,20,,
Mo,0.03,28.0,0.05,10.0,2.0,59.92,35.4,501.7042662468785,4.824114,20,,
Mo,0.03,28.0,0.05,10.0,2.5,59.42,37.05,521.7352983722099,5.024614000000001,20,,
Mo,0.03,28.0,0.05,10.0,3.0,58.92,38.699999999999996,539.8447356703723,5.2251140000000005,20,,
Mo,0.03,28.0,0.05,10.0,3.5,58.42,40.349999999999994,556.4980819685436,5.425614,20,,
Mo,0.03,28.0,0.05,10.0,4.0,57.92,42.0,571.998638762107,5.626114,20,,
Mo,0.03,28.0,0.05,10.0,4.5,57.42,43.65,586.5570799892641,5.826614,20,,
Mo,0.03,28.0,0.05,10.0,5.0,56.92,45.3,600.3267960620819,6.027114000000001,20,,
Mo,0.03,28.0,0.05,10.0,5.5,56.42,46.949999999999996,613.4235843515129,6.227614000000001,20,,
Mo,0.03,28.0,0.05,10.0,6.0,55.92,48.599999999999994,625.9374078960884,6.428114000000001,20,,
Mo,0.03,28.0,0.05,10.0,6.5,55.42,50.25,637.9398095776742,6.628614000000001,20,,
Mo,0.03,28.0,0.05,10.0,7.0,54.92,51.89999999999999,649.4887960898579,6.829114000000001,20,,
Mo,0.03,28.0,0.05,10.0,7.5,54.42,53.55,660.6321732652068,7.0296140000000005,20,,
Mo,0.03,28.0,0.05,10.0,8.0,53.92,55.199999999999996,671.4098937316498,7.230114,20,,
Mo,0.03,28.0,0.05,10.0,8.5,53.42,56.849999999999994,681.8557524528251,7.430614,20,,
Mo,0.03,28.0,0.05,10.0,9.0,52.92,58.5,691.998638762107,7.631114,20,,
Mo,0.03,28.0,0.05,10.0,9.5,52.42,60.14999999999999,701.8634789402456,7.831614,20,,
Mo,0.03,28.0,0.05,10.0,10.0,51.92,61.8,711.4719579823127,8.032114,20,,
Mo,0.03,28.0,0.05,10.5,0.0,61.42,28.8,333.5604925428181,4.091614000000001,20,,
Mo,0.03,28.0,0.05,10.5,0.5,60.92,30.45,418.4133062852038,4.292114000000001,20,,
Mo,0.03,28.0,0.05,10.5,1.0,60.42,32.1,453.5604925428181,4.4926140000000006,20,,
Mo,0.03,28.0,0.05,10.5,1.5,59.92,33.75,480.5298771098088,4.6931140000000005,20,,
Mo,0.03,28.0,0.05,10.5,2.0,59.42,35.4,503.2661200275895,4.893614000000001,20,,
Mo,0.03,28.0,0.05,10.5,2.5,58.92,37.05,523.297152152921,5.094114000000001,20,,
Mo,0.03,28.0,0.05,10.5,3.0,58.42,38.699999999999996,541.4065894510834,5.294614000000001,20,,
Mo,0.03,28.0,0.05,10.5,3.5,57.92,40.349999999999994,558.0599357492546,5.495114000000001,20,,
Mo,0.03,28.0,0.05,10.5,4.0,57.42,42.0,573.5604925428181,5.695614000000001,20,,
Mo,0.03,28.0,0.05,10.5,4.5,56.92,43.65,588.1189337699752,5.896114000000001,20,,
Mo,0.03,28.0,0.05,10.5,5.0,56.42,45.3,601.8886498427929,6.096614000000001,20,,
Mo,0.03,28.0,0.05,10.5,5.5,55.92,46.949999999999996,614.9854381322239,6.2971140000000005,20,,
Mo,0.03,28.0,0.05,10.5,6.0,55.42,48.599999999999994,627.4992616767995,6.4976140000000004,20,,
Mo,0.03,28.0,0.05,10.5,6.5,54.92,50.25,639.5016633583853,6.698114,20,,
Mo,0.03,28.0,0.05,10.5,7.0,54.42,51.89999999999999,651.050649870569,6.898614000000001,20,,
Mo,0.03,28.0,0.05,10.5,7.5,53.92,53.55,662.1940270459178,7.099114,20,,
Mo,0.03,28.0,0.05,10.5,8.0,53.42,55.199999999999996,672.9717475123609,7.299614000000001,20,,
Mo,0.03,28.0,0.05,10.5,8.5,52.92,56.849999999999994,683.4176062335362,7.500114000000002,20,,
Mo,0.03,28.0,0.05,10.5,9.0,52.42,58.5,693.5604925428181,7.700614000000001,20,,
Mo,0.03,28.0,0.05,10.5,9.5,51.92,60.14999999999999,703.4253327209567,7.9011140000000015,20,,
Mo,0.03,28.0,0.05,10.5,10.0,51.42,61.8,713.0338117630237,8.101614000000001,20,,
Mo,0.03,28.0,0.1,9.5,0.0,62.37,29.6,347.06899987646386,3.952689000000001,20,,
Mo,0.03,28.0,0.1,9.5,0.5,61.87,31.25,431.92181361884957,4.153189000000001,20,,
Mo,0.03,28.0,0.1,9.5,1.0,61.37,32.9,467.06899987646386,4.353689000000001,20,,
Mo,0.03,28.0,0.1,9.5,1.5,60.87,34.550000000000004,494.03838444345456,4.554189000000001,20,,
Mo,0.03,28.0,0.1,9.5,2.0,60.37,36.2,516.7746273612353,4.754689000000001,20,,
Mo,0.03,28.0,0.1,9.5,2.5,59.87,37.85,536.8056594865666,4.955189000000001,20,,
Mo,0.03,28.0,0.1,9.5,3.0,59.37,39.5,554.9150967847291,5.155689000000001,20,,
Mo,0.03,28.0,0.1,9.5,3.5,58.87,41.15,571.5684430829003,5.3561890000000005,20,,
Mo,0.03,28.0,0.1,9.5,4.0,58.37,42.800000000000004,587.0689998764639,5.556689,20,,
Mo,0.03,28.0,0.1,9.5,4.5,57.87,44.45,601.627441103621,5.757189,20,,
Mo,0.03,28.0,0.1,9.5,5.0,57.37,46.1,615.3971571764387,5.957689000000001,20,,
Mo,0.03,28.0,0.1,9.5,5.5,56.87,47.75,628.4939454658697,6.158189000000001,20,,
Mo,0.03,28.0,0.1,9.5,6.0,56.37,49.4,641.0077690104451,6.358689000000001,20,,
Mo,0.03,28.0,0.1,9.5,6.5,55.87,51.050000000000004,653.0101706920309,6.559189000000001,20,,
Mo,0.03,28.0,0.1,9.5,7.0,55.37,52.699999999999996,664.5591572042147,6.759689000000002,20,,
Mo,0.03,28.0,0.1,9.5,7.5,54.87,54.35,675.7025343795635,6.960189000000001,20,,
Mo,0.03,28.0,0.1,9.5,8.0,54.37,56.0,686.4802548460067,7.160689000000001,20,,
Mo,0.03,28.0,0.1,9.5,8.5,53.87,57.65,696.9261135671819,7.361189000000001,20,,
Mo,0.03,28.0,0.1,9.5,9.0,53.37,59.300000000000004,707.0689998764639,7.561689000000001,20,,
Mo,0.03,28.0,0.1,9.5,9.5,52.87,60.949999999999996,716.9338400546023,7.762189000000001,20,,
Mo,0.03,28.0,0.1,9.5,10.0,52.37,62.6,726.5423190966694,7.962689000000001,20,,
Mo,0.03,28.0,0.1,10.0,0.0,61.87,29.6,348.6704130501417,4.022189000000001,20,,
Mo,0.03,28.0,0.1,10.0,0.5,61.37,31.25,433.5232267925274,4.222689000000001,20,,
Mo,0.03,28.0,0.1,10.0,1.0,60.87,32.9,468.6704130501417,4.423189000000001,20,,
Mo,0.03,28.0,0.1,10.0,1.5,60.37,34.550000000000004,495.63979761713233,4.623689000000001,20,,
Mo,0.03,28.0,0.1,10.0,2.0,59.87,36.2,518.376040534913,4.8241890000000005,20,,
Mo,0.03,28.0,0.1,10.0,2.5,59.37,37.85,538.4070726602445,5.024689000000001,20,,
Mo,0.03,28.0,0.1,10.0,3.0,58.87,39.5,556.5165099584069,5.225189000000001,20,,
Mo,0.03,28.0,0.1,10.0,3.5,58.37,41.15,573.1698562565782,5.425689000000001,20,,
Mo,0.03,28.0,0.1,10.0,4.0,57.87,42.800000000000004,588.6704130501416,5.626189000000001,20,,
Mo,0.03,28.0,0.1,10.0,4.5,57.37,44.45,603.2288542772988,5.826689000000001,20,,
Mo,0.03,28.0,0.1,10.0,5.0,56.87,46.1,616.9985703501166,6.027189000000002,20,,
Mo,0.03,28.0,0.1,10.0,5.5,56.37,47.75,630.0953586395475,6.227689000000002,20,,
Mo,0.03,28.0,0.1,10.0,6.0,55.87,49.4,642.609182184123,6.4281890000000015,20,,
Mo,0.03,28.0,0.1,10.0,6.5,55.37,51.050000000000004,654.6115838657088,6.628689000000001,20,,
Mo,0.03,28.0,0.1,10.0,7.0,54.87,52.699999999999996,666.1605703778926,6.829189000000001,20,,
Mo,0.03,28.0,0.1,10.0,7.5,54.37,54.35,677.3039475532414,7.029689000000001,20,,
Mo,0.03,28.0,0.1,10.0,8.0,53.87,56.0,688.0816680196845,7.230189000000001,20,,
Mo,0.03,28.0,0.1,10.0,8.5,53.37,57.65,698.5275267408597,7.430689000000001,20,,
Mo,0.03,28.0,0.1,10.0,9.0,52.87,59.300000000000004,708.6704130501416,7.631189000000001,20,,
Mo,0.03,28.0,0.1,10.0,9.5,52.37,60.949999999999996,718.5352532282802,7.831689000000001,20,,
Mo,0.03,28.0,0.1,10.0,10.0,51.87,62.6,728.1437322703473,8.032189000000002,20,,
Mo,0.03,28.0,0.1,10.5,0.0,61.37,29.6,350.2322668308527,4.091689000000001,20,,
Mo,0.03,28.0,0.1,10.5,0.5,60.87,31.25,435.08508057323843,4.2921890000000005,20,,
Mo,0.03,28.0,0.1,10.5,1.0,60.37,32.9,470.2322668308527,4.492689,20,,
Mo,0.03,28.0,0.1,10.5,1.5,59.87,34.550000000000004,497.2016513978434,4.693189,20,,
Mo,0.03,28.0,0.1,10.5,2.0,59.37,36.2,519.9378943156241,4.893689,20,,
Mo,0.03,28.0,0.1,10.5,2.5,58.87,37.85,539.9689264409556,5.094189000000001,20,,
Mo,0.03,28.0,0.1,10.5,3.0,58.37,39.5,558.078363739118,5.294689000000001,20,,
Mo,0.03,28.0,0.1,10.5,3.5,57.87,41.15,574.7317100372892,5.495189000000001,20,,
Mo,0.03,28.0,0.1,10.5,4.0,57.37,42.800000000000004,590.2322668308527,5.695689000000001,20,,
Mo,0.03,28.0,0.1,10.5,4.5,56.87,44.45,604.7907080580098,5.896189000000001,20,,
Mo,0.03,28.0,0.1,10.5,5.0,56.37,46.1,618.5604241308275,6.096689000000001,20,,
Mo,0.03,28.0,0.1,10.5,5.5,55.87,47.75,631.6572124202585,6.297189000000001,20,,
Mo,0.03,28.0,0.1,10.5,6.0,55.37,49.4,644.1710359648341,6.497689000000001,20,,
Mo,0.03,28.0,0.1,10.5,6.5,54.87,51.050000000000004,656.1734376464199,6.698189000000001,20,,
Mo,0.03,28.0,0.1,10.5,7.0,54.37,52.699999999999996,667.7224241586036,6.898689000000001,20,,
Mo,0.03,28.0,0.1,10.5,7.5,53.87,54.35,678.8658013339524,7.099189000000001,20,,
Mo,0.03,28.0,0.1,10.5,8.0,53.37,56.0,689.6435218003955,7.299689000000001,20,,
Mo,0.03,28.0,0.1,10.5,8.5,52.87,57.65,700.0893805215708,7.500189000000001,20,,
Mo,0.03,28.0,0.1,10.5,9.0,52.37,59.300000000000004,710.2322668308527,7.700689000000001,20,,
Mo,0.03,28.0,0.1,10.5,9.5,51.87,60.949999999999996,720.0971070089913,7.9011890000000005,20,,
Mo,0.03,28.0,0.1,10.5,10.0,51.37,62.6,729.7055860510583,8.101689,20,,
Mo,0.03,28.0,0.15,9.5,0.0,62.32,30.4,359.86170222516654,3.9527640000000006,20,,
Mo,0.03,28.0,0.15,9.5,0.5,61.82,32.05,444.71451596755225,4.153264000000001,20,,
Mo,0.03,28.0,0.15,9.5,1.0,61.32,33.7,479.86170222516654,4.353764000000001,20,,
Mo,0.03,28.0,0.15,9.5,1.5,60.82,35.35,506.8310867921572,4.554264000000001,20,,
Mo,0.03,28.0,0.15,9.5,2.0,60.32,37.0,529.5673297099379,4.754764000000001,20,,
Mo,0.03,28.0,0.15,9.5,2.5,59.82,38.65,549.5983618352693,4.955264000000001,20,,
Mo,0.03,28.0,0.15,9.5,3.0,59.32,40.3,567.7077991334318,5.1557640000000005,20,,
Mo,0.03,28.0,0.15,9.5,3.5,58.82,41.949999999999996,584.3611454316031,5.356264000000001,20,,
Mo,0.03,28.0,0.15,9.5,4.0,58.32,43.6,599.8617022251665,5.556764000000001,20,,
Mo,0.03,28.0,0.15,9.5,4.5,57.82,45.25,614.4201434523236,5.757264000000001,20,,
Mo,0.03,28.0,0.15,9.5,5.0,57.32,46.9,628.1898595251414,5.957764000000001,20,,
Mo,0.03,28.0,0.15,9.5,5.5,56.82,48.55,641.2866478145723,6.158264000000001,20,,
Mo,0.03,28.0,0.15,9.5,6.0,56.32,50.199999999999996,653.8004713591479,6.358764000000001,20,,
Mo,0.03,28.0,0.15,9.5,6.5,55.82,51.85,665.8028730407336,6.559264000000001,20,,
Mo,0.03,28.0,0.15,9.5,7.0,55.32,53.49999999999999,677.3518595529174,6.7597640000000006,20,,
Mo,0.03,28.0,0.15,9.5,7.5,54.82,55.15,688.4952367282663,6.9602640000000005,20,,
Mo,0.03,28.0,0.15,9.5,8.0,54.32,56.8,699.2729571947093,7.160764,20,,
Mo,0.03,28.0,0.15,9.5,8.5,53.82,58.449999999999996,709.7188159158845,7.361264000000001,20,,
Mo,0.03,28.0,0.15,9.5,9.0,53.32,60.1,719.8617022251665,7.561764,20,,
Mo,0.03,28.0,0.15,9.5,9.5,52.82,61.74999999999999,729.7265424033051,7.762264000000001,20,,
Mo,0.03,28.0,0.15,9.5,10.0,52.32,63.4,739.3350214453721,7.962764000000002,20,,
Mo,0.03,28.0,0.15,10.0,0.0,61.82,30.4,361.46311539884437,4.022264000000001,20,,
