X_element,C_wt%,Cr_wt%,N_wt%,Ni_wt%,Mo_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Si_wt%
Mo,0.01,27.5,0.0,9.5,2.5,60.489999999999995,35.75,459.92234806956907,4.908013,20,,
Mo,0.01,27.5,0.0,9.5,3.0,59.989999999999995,37.4,478.0317853677316,5.108513,20,,
Mo,0.01,27.5,0.0,9.5,3.5,59.489999999999995,39.05,494.68513166590276,5.309013,20,,
Mo,0.01,27.5,0.0,9.5,4.0,58.989999999999995,40.7,510.1856884594663,5.509513,20,,
Mo,0.01,27.5,0.0,9.5,4.5,58.489999999999995,42.35,524.7441296866234,5.710013,20,,
Mo,0.01,27.5,0.0,9.5,5.0,57.989999999999995,44.0,538.5138457594411,5.910513000000001,20,,
Mo,0.01,27.5,0.0,9.5,5.5,57.489999999999995,45.65,551.610634048872,6.111013000000001,20,,
Mo,0.01,27.5,0.0,9.5,6.0,56.989999999999995,47.3,564.1244575934477,6.311513000000001,20,,
Mo,0.01,27.5,0.0,9.5,6.5,56.489999999999995,48.95,576.1268592750334,6.5120130000000005,20,,
Mo,0.01,27.5,0.0,9.5,7.0,55.989999999999995,50.599999999999994,587.6758457872172,6.712513000000001,20,,
Mo,0.01,27.5,0.0,9.5,7.5,55.489999999999995,52.25,598.819222962566,6.913013,20,,
Mo,0.01,27.5,0.0,9.5,8.0,54.989999999999995,53.9,609.5969434290091,7.113513000000001,20,,
Mo,0.01,27.5,0.0,9.5,8.5,54.489999999999995,55.55,620.0428021501843,7.314013000000001,20,,
Mo,0.01,27.5,0.0,9.5,9.0,53.989999999999995,57.2,630.1856884594663,7.514513000000001,20,,
Mo,0.01,27.5,0.0,9.5,9.5,53.489999999999995,58.849999999999994,640.0505286376049,7.715013000000001,20,,
Mo,0.01,27.5,0.0,9.5,10.0,52.989999999999995,60.5,649.6590076796718,7.915513000000001,20,,
Mo,0.01,27.5,0.0,10.0,0.0,62.489999999999995,27.5,271.7871016331441,3.9750130000000006,20,,
Mo,0.01,27.5,0.0,10.0,0.5,61.989999999999995,29.15,356.6399153755298,4.1755130000000005,20,,
Mo,0.01,27.5,0.0,10.0,1.0,61.489999999999995,30.8,391.7871016331441,4.376013,20,,
Mo,0.01,27.5,0.0,10.0,1.5,60.989999999999995,32.45,418.75648620013476,4.576513,20,,
Mo,0.01,27.5,0.0,10.0,2.0,60.489999999999995,34.1,441.49272911791553,4.777013,20,,
Mo,0.01,27.5,0.0,10.0,2.5,59.989999999999995,35.75,461.5237612432469,4.977513000000001,20,,
Mo,0.01,27.5,0.0,10.0,3.0,59.489999999999995,37.4,479.63319854140934,5.178013000000001,20,,
Mo,0.01,27.5,0.0,10.0,3.5,58.989999999999995,39.05,496.2865448395806,5.378513000000001,20,,
Mo,0.01,27.5,0.0,10.0,4.0,58.489999999999995,40.7,511.7871016331441,5.579013000000001,20,,
Mo,0.01,27.5,0.0,10.0,4.5,57.989999999999995,42.35,526.3455428603012,5.779513000000001,20,,
Mo,0.01,27.5,0.0,10.0,5.0,57.489999999999995,44.0,540.1152589331189,5.980013000000001,20,,
Mo,0.01,27.5,0.0,10.0,5.5,56.989999999999995,45.65,553.2120472225499,6.180513000000001,20,,
Mo,0.01,27.5,0.0,10.0,6.0,56.489999999999995,47.3,565.7258707671255,6.381013000000001,20,,
Mo,0.01,27.5,0.0,10.0,6.5,55.989999999999995,48.95,577.7282724487112,6.581513000000001,20,,
Mo,0.01,27.5,0.0,10.0,7.0,55.489999999999995,50.599999999999994,589.277258960895,6.782013000000001,20,,
Mo,0.01,27.5,0.0,10.0,7.5,54.989999999999995,52.25,600.4206361362437,6.982513000000001,20,,
Mo,0.01,27.5,0.0,10.0,8.0,54.489999999999995,53.9,611.198356602687,7.183013000000001,20,,
Mo,0.01,27.5,0.0,10.0,8.5,53.989999999999995,55.55,621.6442153238622,7.383513000000001,20,,
Mo,0.01,27.5,0.0,10.0,9.0,53.489999999999995,57.2,631.7871016331442,7.584013000000001,20,,
Mo,0.01,27.5,0.0,10.0,9.5,52.989999999999995,58.849999999999994,641.6519418112827,7.7845130000000005,20,,
Mo,0.01,27.5,0.0,10.0,10.0,52.489999999999995,60.5,651.2604208533496,7.985013000000001,20,,
Mo,0.01,27.5,0.0,10.5,0.0,61.989999999999995,27.5,273.34895541385515,4.044513,20,,
Mo,0.01,27.5,0.0,10.5,0.5,61.489999999999995,29.15,358.20176915624086,4.245013,20,,
Mo,0.01,27.5,0.0,10.5,1.0,60.989999999999995,30.8,393.34895541385515,4.445513,20,,
Mo,0.01,27.5,0.0,10.5,1.5,60.489999999999995,32.45,420.31833998084585,4.646013,20,,
Mo,0.01,27.5,0.0,10.5,2.0,59.989999999999995,34.1,443.05458289862656,4.846513,20,,
Mo,0.01,27.5,0.0,10.5,2.5,59.489999999999995,35.75,463.0856150239579,5.047013000000001,20,,
Mo,0.01,27.5,0.0,10.5,3.0,58.989999999999995,37.4,481.19505232212043,5.2475130000000005,20,,
Mo,0.01,27.5,0.0,10.5,3.5,58.489999999999995,39.05,497.8483986202916,5.448013,20,,
Mo,0.01,27.5,0.0,10.5,4.0,57.989999999999995,40.7,513.3489554138552,5.648513,20,,
Mo,0.01,27.5,0.0,10.5,4.5,57.489999999999995,42.35,527.9073966410123,5.849013,20,,
Mo,0.01,27.5,0.0,10.5,5.0,56.989999999999995,44.0,541.67711271383,6.049513000000001,20,,
Mo,0.01,27.5,0.0,10.5,5.5,56.489999999999995,45.65,554.773901003261,6.250013000000001,20,,
Mo,0.01,27.5,0.0,10.5,6.0,55.989999999999995,47.3,567.2877245478364,6.450513000000001,20,,
Mo,0.01,27.5,0.0,10.5,6.5,55.489999999999995,48.95,579.2901262294222,6.651013000000001,20,,
Mo,0.01,27.5,0.0,10.5,7.0,54.989999999999995,50.599999999999994,590.839112741606,6.851513000000001,20,,
Mo,0.01,27.5,0.0,10.5,7.5,54.489999999999995,52.25,601.9824899169548,7.0520130000000005,20,,
Mo,0.01,27.5,0.0,10.5,8.0,53.989999999999995,53.9,612.760210383398,7.252513,20,,
Mo,0.01,27.5,0.0,10.5,8.5,53.489999999999995,55.55,623.2060691045732,7.453013,20,,
Mo,0.01,27.5,0.0,10.5,9.0,52.989999999999995,57.2,633.3489554138552,7.653513,20,,
Mo,0.01,27.5,0.0,10.5,9.5,52.489999999999995,58.849999999999994,643.2137955919936,7.854013,20,,
Mo,0.01,27.5,0.0,10.5,10.0,51.989999999999995,60.5,652.8222746340607,8.054513,20,,
Mo,0.01,27.5,0.05,9.5,0.0,62.94,28.3,310.4349120544625,3.9055880000000003,20,,
Mo,0.01,27.5,0.05,9.5,0.5,62.44,29.95,395.2877257968482,4.106088000000001,20,,
Mo,0.01,27.5,0.05,9.5,1.0,61.94,31.6,430.4349120544625,4.3065880000000005,20,,
Mo,0.01,27.5,0.05,9.5,1.5,61.44,33.25,457.4042966214531,4.507088,20,,
Mo,0.01,27.5,0.05,9.5,2.0,60.94,34.9,480.1405395392339,4.707588,20,,
Mo,0.01,27.5,0.05,9.5,2.5,60.44,36.55,500.17157166456525,4.908088,20,,
Mo,0.01,27.5,0.05,9.5,3.0,59.94,38.199999999999996,518.2810089627277,5.108588,20,,
Mo,0.01,27.5,0.05,9.5,3.5,59.44,39.849999999999994,534.9343552608989,5.309088000000001,20,,
Mo,0.01,27.5,0.05,9.5,4.0,58.94,41.5,550.4349120544625,5.509588000000001,20,,
Mo,0.01,27.5,0.05,9.5,4.5,58.44,43.15,564.9933532816195,5.710088000000001,20,,
Mo,0.01,27.5,0.05,9.5,5.0,57.94,44.8,578.7630693544372,5.910588000000001,20,,
Mo,0.01,27.5,0.05,9.5,5.5,57.44,46.449999999999996,591.8598576438683,6.1110880000000005,20,,
Mo,0.01,27.5,0.05,9.5,6.0,56.94,48.099999999999994,604.3736811884438,6.311588,20,,
Mo,0.01,27.5,0.05,9.5,6.5,56.44,49.75,616.3760828700296,6.512088,20,,
Mo,0.01,27.5,0.05,9.5,7.0,55.94,51.39999999999999,627.9250693822133,6.712588,20,,
Mo,0.01,27.5,0.05,9.5,7.5,55.44,53.05,639.0684465575621,6.913088,20,,
Mo,0.01,27.5,0.05,9.5,8.0,54.94,54.699999999999996,649.8461670240054,7.113588,20,,
Mo,0.01,27.5,0.05,9.5,8.5,54.44,56.349999999999994,660.2920257451806,7.314088000000001,20,,
Mo,0.01,27.5,0.05,9.5,9.0,53.94,58.0,670.4349120544625,7.514588,20,,
Mo,0.01,27.5,0.05,9.5,9.5,53.44,59.64999999999999,680.299752232601,7.715088000000001,20,,
Mo,0.01,27.5,0.05,9.5,10.0,52.94,61.3,689.908231274668,7.915588000000001,20,,
Mo,0.01,27.5,0.05,10.0,0.0,62.44,28.3,312.0363252281403,3.9750880000000004,20,,
Mo,0.01,27.5,0.05,10.0,0.5,61.94,29.95,396.889138970526,4.175588,20,,
Mo,0.01,27.5,0.05,10.0,1.0,61.44,31.6,432.0363252281403,4.376088,20,,
Mo,0.01,27.5,0.05,10.0,1.5,60.94,33.25,459.005709795131,4.576588,20,,
Mo,0.01,27.5,0.05,10.0,2.0,60.44,34.9,481.7419527129117,4.777088000000001,20,,
Mo,0.01,27.5,0.05,10.0,2.5,59.94,36.55,501.7729848382431,4.977588000000001,20,,
Mo,0.01,27.5,0.05,10.0,3.0,59.44,38.199999999999996,519.8824221364056,5.178088000000001,20,,
Mo,0.01,27.5,0.05,10.0,3.5,58.94,39.849999999999994,536.5357684345768,5.378588000000001,20,,
Mo,0.01,27.5,0.05,10.0,4.0,58.44,41.5,552.0363252281403,5.5790880000000005,20,,
Mo,0.01,27.5,0.05,10.0,4.5,57.94,43.15,566.5947664552974,5.779588,20,,
Mo,0.01,27.5,0.05,10.0,5.0,57.44,44.8,580.3644825281151,5.980088,20,,
Mo,0.01,27.5,0.05,10.0,5.5,56.94,46.449999999999996,593.4612708175462,6.180588,20,,
Mo,0.01,27.5,0.05,10.0,6.0,56.44,48.099999999999994,605.9750943621216,6.381088,20,,
Mo,0.01,27.5,0.05,10.0,6.5,55.94,49.75,617.9774960437073,6.581588,20,,
Mo,0.01,27.5,0.05,10.0,7.0,55.44,51.39999999999999,629.5264825558911,6.782088000000001,20,,
Mo,0.01,27.5,0.05,10.0,7.5,54.94,53.05,640.66985973124,6.982588,20,,
Mo,0.01,27.5,0.05,10.0,8.0,54.44,54.699999999999996,651.4475801976831,7.183088000000001,20,,
Mo,0.01,27.5,0.05,10.0,8.5,53.94,56.349999999999994,661.8934389188584,7.383588000000001,20,,
Mo,0.01,27.5,0.05,10.0,9.0,53.44,58.0,672.0363252281403,7.584088,20,,
Mo,0.01,27.5,0.05,10.0,9.5,52.94,59.64999999999999,681.9011654062788,7.784588000000001,20,,
Mo,0.01,27.5,0.05,10.0,10.0,52.44,61.3,691.5096444483459,7.985088000000001,20,,
Mo,0.01,27.5,0.05,10.5,0.0,61.94,28.3,313.59817900885133,4.044588,20,,
Mo,0.01,27.5,0.05,10.5,0.5,61.44,29.95,398.45099275123704,4.245088,20,,
Mo,0.01,27.5,0.05,10.5,1.0,60.94,31.6,433.59817900885133,4.445588,20,,
Mo,0.01,27.5,0.05,10.5,1.5,60.44,33.25,460.567563575842,4.646088,20,,
Mo,0.01,27.5,0.05,10.5,2.0,59.94,34.9,483.30380649362274,4.846588000000001,20,,
Mo,0.01,27.5,0.05,10.5,2.5,59.44,36.55,503.3348386189541,5.0470880000000005,20,,
Mo,0.01,27.5,0.05,10.5,3.0,58.94,38.199999999999996,521.4442759171166,5.247588,20,,
Mo,0.01,27.5,0.05,10.5,3.5,58.44,39.849999999999994,538.0976222152879,5.448088,20,,
Mo,0.01,27.5,0.05,10.5,4.0,57.94,41.5,553.5981790088513,5.648588,20,,
Mo,0.01,27.5,0.05,10.5,4.5,57.44,43.15,568.1566202360084,5.849088,20,,
Mo,0.01,27.5,0.05,10.5,5.0,56.94,44.8,581.9263363088262,6.049588,20,,
Mo,0.01,27.5,0.05,10.5,5.5,56.44,46.449999999999996,595.0231245982571,6.250088,20,,
Mo,0.01,27.5,0.05,10.5,6.0,55.94,48.099999999999994,607.5369481428327,6.450588,20,,
Mo,0.01,27.5,0.05,10.5,6.5,55.44,49.75,619.5393498244184,6.651088,20,,
Mo,0.01,27.5,0.05,10.5,7.0,54.94,51.39999999999999,631.0883363366022,6.8515880000000005,20,,
Mo,0.01,27.5,0.05,10.5,7.5,54.44,53.05,642.231713511951,7.0520879999999995,20,,
Mo,0.01,27.5,0.05,10.5,8.0,53.94,54.699999999999996,653.0094339783941,7.252588,20,,
Mo,0.01,27.5,0.05,10.5,8.5,53.44,56.349999999999994,663.4552926995693,7.453088000000001,20,,
Mo,0.01,27.5,0.05,10.5,9.0,52.94,58.0,673.5981790088513,7.653588,20,,
Mo,0.01,27.5,0.05,10.5,9.5,52.44,59.64999999999999,683.4630191869899,7.854088000000001,20,,
Mo,0.01,27.5,0.05,10.5,10.0,51.94,61.3,693.0714982290569,8.054588,20,,
Mo,0.01,27.5,0.1,9.5,0.0,62.89,29.1,327.10668634249714,3.9056630000000006,20,,
Mo,0.01,27.5,0.1,9.5,0.5,62.39,30.75,411.95950008488285,4.1061630000000005,20,,
Mo,0.01,27.5,0.1,9.5,1.0,61.89,32.4,447.10668634249714,4.306663,20,,
Mo,0.01,27.5,0.1,9.5,1.5,61.39,34.050000000000004,474.07607090948784,4.507163,20,,
Mo,0.01,27.5,0.1,9.5,2.0,60.89,35.7,496.81231382726855,4.707663,20,,
Mo,0.01,27.5,0.1,9.5,2.5,60.39,37.35,516.8433459526,4.908163000000001,20,,
Mo,0.01,27.5,0.1,9.5,3.0,59.89,39.0,534.9527832507624,5.108663000000001,20,,
Mo,0.01,27.5,0.1,9.5,3.5,59.39,40.65,551.6061295489336,5.309163000000001,20,,
Mo,0.01,27.5,0.1,9.5,4.0,58.89,42.300000000000004,567.1066863424971,5.509663000000001,20,,
Mo,0.01,27.5,0.1,9.5,4.5,58.39,43.95,581.6651275696543,5.7101630000000005,20,,
Mo,0.01,27.5,0.1,9.5,5.0,57.89,45.6,595.434843642472,5.910663000000001,20,,
Mo,0.01,27.5,0.1,9.5,5.5,57.39,47.25,608.5316319319029,6.111163000000001,20,,
Mo,0.01,27.5,0.1,9.5,6.0,56.89,48.9,621.0454554764785,6.311663000000001,20,,
Mo,0.01,27.5,0.1,9.5,6.5,56.39,50.550000000000004,633.0478571580643,6.512163000000001,20,,
Mo,0.01,27.5,0.1,9.5,7.0,55.89,52.199999999999996,644.5968436702481,6.712663000000001,20,,
Mo,0.01,27.5,0.1,9.5,7.5,55.39,53.85,655.7402208455968,6.913163000000001,20,,
Mo,0.01,27.5,0.1,9.5,8.0,54.89,55.5,666.51794131204,7.113663000000001,20,,
Mo,0.01,27.5,0.1,9.5,8.5,54.39,57.15,676.9638000332152,7.314163000000001,20,,
Mo,0.01,27.5,0.1,9.5,9.0,53.89,58.800000000000004,687.1066863424971,7.5146630000000005,20,,
Mo,0.01,27.5,0.1,9.5,9.5,53.39,60.449999999999996,696.9715265206357,7.715163,20,,
Mo,0.01,27.5,0.1,9.5,10.0,52.89,62.1,706.5800055627027,7.915663000000001,20,,
Mo,0.01,27.5,0.1,10.0,0.0,62.39,29.1,328.70809951617497,3.9751630000000007,20,,
Mo,0.01,27.5,0.1,10.0,0.5,61.89,30.75,413.5609132585607,4.175663000000001,20,,
Mo,0.01,27.5,0.1,10.0,1.0,61.39,32.4,448.70809951617497,4.376163000000001,20,,
Mo,0.01,27.5,0.1,10.0,1.5,60.89,34.050000000000004,475.6774840831656,4.576663000000001,20,,
Mo,0.01,27.5,0.1,10.0,2.0,60.39,35.7,498.4137270009464,4.777163000000001,20,,
Mo,0.01,27.5,0.1,10.0,2.5,59.89,37.35,518.4447591262777,4.977663000000001,20,,
Mo,0.01,27.5,0.1,10.0,3.0,59.39,39.0,536.5541964244402,5.1781630000000005,20,,
Mo,0.01,27.5,0.1,10.0,3.5,58.89,40.65,553.2075427226114,5.378663000000001,20,,
Mo,0.01,27.5,0.1,10.0,4.0,58.39,42.300000000000004,568.708099516175,5.579163000000001,20,,
Mo,0.01,27.5,0.1,10.0,4.5,57.89,43.95,583.266540743332,5.779663000000001,20,,
Mo,0.01,27.5,0.1,10.0,5.0,57.39,45.6,597.0362568161497,5.980163000000001,20,,
Mo,0.01,27.5,0.1,10.0,5.5,56.89,47.25,610.1330451055808,6.180663000000001,20,,
Mo,0.01,27.5,0.1,10.0,6.0,56.39,48.9,622.6468686501563,6.381163000000001,20,,
Mo,0.01,27.5,0.1,10.0,6.5,55.89,50.550000000000004,634.6492703317421,6.581663000000001,20,,
Mo,0.01,27.5,0.1,10.0,7.0,55.39,52.199999999999996,646.1982568439258,6.782163000000001,20,,
Mo,0.01,27.5,0.1,10.0,7.5,54.89,53.85,657.3416340192746,6.9826630000000005,20,,
Mo,0.01,27.5,0.1,10.0,8.0,54.39,55.5,668.1193544857178,7.183163,20,,
Mo,0.01,27.5,0.1,10.0,8.5,53.89,57.15,678.5652132068931,7.383663000000001,20,,
Mo,0.01,27.5,0.1,10.0,9.0,53.39,58.800000000000004,688.708099516175,7.584163,20,,
Mo,0.01,27.5,0.1,10.0,9.5,52.89,60.449999999999996,698.5729396943135,7.784663000000001,20,,
Mo,0.01,27.5,0.1,10.0,10.0,52.39,62.1,708.1814187363805,7.985163000000002,20,,
Mo,0.01,27.5,0.1,10.5,0.0,61.89,29.1,330.269953296886,4.044663000000001,20,,
Mo,0.01,27.5,0.1,10.5,0.5,61.39,30.75,415.1227670392717,4.245163000000001,20,,
Mo,0.01,27.5,0.1,10.5,1.0,60.89,32.4,450.269953296886,4.445663000000001,20,,
Mo,0.01,27.5,0.1,10.5,1.5,60.39,34.050000000000004,477.2393378638767,4.6461630000000005,20,,
Mo,0.01,27.5,0.1,10.5,2.0,59.89,35.7,499.9755807816574,4.846663000000001,20,,
Mo,0.01,27.5,0.1,10.5,2.5,59.39,37.35,520.0066129069887,5.047163000000001,20,,
Mo,0.01,27.5,0.1,10.5,3.0,58.89,39.0,538.1160502051513,5.247663000000001,20,,
Mo,0.01,27.5,0.1,10.5,3.5,58.39,40.65,554.7693965033225,5.448163000000001,20,,
Mo,0.01,27.5,0.1,10.5,4.0,57.89,42.300000000000004,570.269953296886,5.648663000000001,20,,
Mo,0.01,27.5,0.1,10.5,4.5,57.39,43.95,584.8283945240431,5.849163000000001,20,,
Mo,0.01,27.5,0.1,10.5,5.0,56.89,45.6,598.5981105968608,6.049663000000001,20,,
Mo,0.01,27.5,0.1,10.5,5.5,56.39,47.25,611.6948988862919,6.250163000000001,20,,
Mo,0.01,27.5,0.1,10.5,6.0,55.89,48.9,624.2087224308673,6.4506630000000005,20,,
Mo,0.01,27.5,0.1,10.5,6.5,55.39,50.550000000000004,636.211124112453,6.651163,20,,
Mo,0.01,27.5,0.1,10.5,7.0,54.89,52.199999999999996,647.7601106246368,6.851663000000001,20,,
Mo,0.01,27.5,0.1,10.5,7.5,54.39,53.85,658.9034877999857,7.052163,20,,
Mo,0.01,27.5,0.1,10.5,8.0,53.89,55.5,669.6812082664288,7.252663000000001,20,,
Mo,0.01,27.5,0.1,10.5,8.5,53.39,57.15,680.127066987604,7.453163000000002,20,,
Mo,0.01,27.5,0.1,10.5,9.0,52.89,58.800000000000004,690.269953296886,7.653663000000001,20,,
Mo,0.01,27.5,0.1,10.5,9.5,52.39,60.449999999999996,700.1347934750245,7.854163000000002,20,,
Mo,0.01,27.5,0.1,10.5,10.0,51.89,62.1,709.7432725170916,8.054663000000001,20,,
Mo,0.01,27.5,0.15,9.5,0.0,62.84,29.9,339.8993886911998,3.9057380000000004,20,,
Mo,0.01,27.5,0.15,9.5,0.5,62.34,31.549999999999997,424.7522024335855,4.106238,20,,
Mo,0.01,27.5,0.15,9.5,1.0,61.84,33.2,459.8993886911998,4.306738,20,,
Mo,0.01,27.5,0.15,9.5,1.5,61.34,34.85,486.86877325819046,4.507238,20,,
Mo,0.01,27.5,0.15,9.5,2.0,60.84,36.5,509.60501617597123,4.707738000000001,20,,
Mo,0.01,27.5,0.15,9.5,2.5,60.34,38.15,529.6360483013026,4.908238000000001,20,,
Mo,0.01,27.5,0.15,9.5,3.0,59.84,39.8,547.745485599465,5.108738000000001,20,,
Mo,0.01,27.5,0.15,9.5,3.5,59.34,41.449999999999996,564.3988318976362,5.309238000000001,20,,
Mo,0.01,27.5,0.15,9.5,4.0,58.84,43.1,579.8993886911999,5.5097380000000005,20,,
Mo,0.01,27.5,0.15,9.5,4.5,58.34,44.75,594.4578299183569,5.710238,20,,
Mo,0.01,27.5,0.15,9.5,5.0,57.84,46.4,608.2275459911746,5.910738,20,,
Mo,0.01,27.5,0.15,9.5,5.5,57.34,48.05,621.3243342806056,6.111238,20,,
Mo,0.01,27.5,0.15,9.5,6.0,56.84,49.699999999999996,633.8381578251812,6.311738,20,,
Mo,0.01,27.5,0.15,9.5,6.5,56.34,51.35,645.8405595067669,6.512238,20,,
Mo,0.01,27.5,0.15,9.5,7.0,55.84,52.99999999999999,657.3895460189507,6.712738000000001,20,,
Mo,0.01,27.5,0.15,9.5,7.5,55.34,54.65,668.5329231942994,6.913238,20,,
Mo,0.01,27.5,0.15,9.5,8.0,54.84,56.3,679.3106436607427,7.113738000000001,20,,
Mo,0.01,27.5,0.15,9.5,8.5,54.34,57.949999999999996,689.7565023819179,7.314238000000001,20,,
Mo,0.01,27.5,0.15,9.5,9.0,53.84,59.6,699.8993886911999,7.514738,20,,
Mo,0.01,27.5,0.15,9.5,9.5,53.34,61.24999999999999,709.7642288693384,7.715238000000001,20,,
Mo,0.01,27.5,0.15,9.5,10.0,52.84,62.9,719.3727079114053,7.915738000000001,20,,
Mo,0.01,27.5,0.15,10.0,0.0,62.34,29.9,341.50080186487764,3.9752380000000005,20,,
Mo,0.01,27.5,0.15,10.0,0.5,61.84,31.549999999999997,426.35361560726335,4.175738000000001,20,,
Mo,0.01,27.5,0.15,10.0,1.0,61.34,33.2,461.50080186487764,4.376238000000001,20,,
Mo,0.01,27.5,0.15,10.0,1.5,60.84,34.85,488.47018643186834,4.576738000000001,20,,
Mo,0.01,27.5,0.15,10.0,2.0,60.34,36.5,511.20642934964906,4.7772380000000005,20,,
Mo,0.01,27.5,0.15,10.0,2.5,59.84,38.15,531.2374614749804,4.977738,20,,
Mo,0.01,27.5,0.15,10.0,3.0,59.34,39.8,549.3468987731429,5.178238,20,,
Mo,0.01,27.5,0.15,10.0,3.5,58.84,41.449999999999996,566.0002450713141,5.378738,20,,
Mo,0.01,27.5,0.15,10.0,4.0,58.34,43.1,581.5008018648776,5.579238,20,,
Mo,0.01,27.5,0.15,10.0,4.5,57.84,44.75,596.0592430920348,5.779738,20,,
Mo,0.01,27.5,0.15,10.0,5.0,57.34,46.4,609.8289591648524,5.980238000000001,20,,
Mo,0.01,27.5,0.15,10.0,5.5,56.84,48.05,622.9257474542835,6.180738000000001,20,,
Mo,0.01,27.5,0.15,10.0,6.0,56.34,49.699999999999996,635.4395709988589,6.381238000000001,20,,
Mo,0.01,27.5,0.15,10.0,6.5,55.84,51.35,647.4419726804447,6.5817380000000005,20,,
Mo,0.01,27.5,0.15,10.0,7.0,55.34,52.99999999999999,658.9909591926285,6.782238000000001,20,,
Mo,0.01,27.5,0.15,10.0,7.5,54.84,54.65,670.1343363679773,6.982738,20,,
Mo,0.01,27.5,0.15,10.0,8.0,54.34,56.3,680.9120568344205,7.183238000000001,20,,
Mo,0.01,27.5,0.15,10.0,8.5,53.84,57.949999999999996,691.3579155555957,7.383738000000001,20,,
Mo,0.01,27.5,0.15,10.0,9.0,53.34,59.6,701.5008018648776,7.584238000000001,20,,
Mo,0.01,27.5,0.15,10.0,9.5,52.84,61.24999999999999,711.3656420430161,7.784738000000001,20,,
Mo,0.01,27.5,0.15,10.0,10.0,52.34,62.9,720.9741210850832,7.985238000000001,20,,
Mo,0.01,27.5,0.15,10.5,0.0,61.84,29.9,343.0626556455886,4.044738000000001,20,,
Mo,0.01,27.5,0.15,10.5,0.5,61.34,31.549999999999997,427.9154693879743,4.2452380000000005,20,,
Mo,0.01,27.5,0.15,10.5,1.0,60.84,33.2,463.0626556455886,4.445738,20,,
Mo,0.01,27.5,0.15,10.5,1.5,60.34,34.85,490.0320402125793,4.646238,20,,
Mo,0.01,27.5,0.15,10.5,2.0,59.84,36.5,512.76828313036,4.846738,20,,
Mo,0.01,27.5,0.15,10.5,2.5,59.34,38.15,532.7993152556915,5.047238000000001,20,,
Mo,0.01,27.5,0.15,10.5,3.0,58.84,39.8,550.9087525538539,5.247738000000001,20,,
Mo,0.01,27.5,0.15,10.5,3.5,58.34,41.449999999999996,567.5620988520251,5.448238000000001,20,,
Mo,0.01,27.5,0.15,10.5,4.0,57.84,43.1,583.0626556455886,5.648738000000001,20,,
Mo,0.01,27.5,0.15,10.5,4.5,57.34,44.75,597.6210968727457,5.849238000000001,20,,
Mo,0.01,27.5,0.15,10.5,5.0,56.84,46.4,611.3908129455634,6.049738000000001,20,,
Mo,0.01,27.5,0.15,10.5,5.5,56.34,48.05,624.4876012349944,6.250238000000001,20,,
Mo,0.01,27.5,0.15,10.5,6.0,55.84,49.699999999999996,637.00142477957,6.450738000000001,20,,
Mo,0.01,27.5,0.15,10.5,6.5,55.34,51.35,649.0038264611558,6.651238000000001,20,,
Mo,0.01,27.5,0.15,10.5,7.0,54.84,52.99999999999999,660.5528129733395,6.851738000000001,20,,
Mo,0.01,27.5,0.15,10.5,7.5,54.34,54.65,671.6961901486883,7.052238000000001,20,,
Mo,0.01,27.5,0.15,10.5,8.0,53.84,56.3,682.4739106151314,7.252738000000001,20,,
Mo,0.01,27.5,0.15,10.5,8.5,53.34,57.949999999999996,692.9197693363067,7.453238000000001,20,,
Mo,0.01,27.5,0.15,10.5,9.0,52.84,59.6,703.0626556455886,7.653738000000001,20,,
Mo,0.01,27.5,0.15,10.5,9.5,52.34,61.24999999999999,712.9274958237272,7.8542380000000005,20,,
Mo,0.01,27.5,0.15,10.5,10.0,51.84,62.9,722.5359748657942,8.054738,20,,
Mo,0.01,28.0,0.0,9.5,0.0,62.489999999999995,28.0,271.8467318042111,3.9525130000000006,20,,
Mo,0.01,28.0,0.0,9.5,0.5,61.989999999999995,29.65,356.6995455465968,4.1530130000000005,20,,
Mo,0.01,28.0,0.0,9.5,1.0,61.489999999999995,31.3,391.8467318042111,4.353513,20,,
Mo,0.01,28.0,0.0,9.5,1.5,60.989999999999995,32.95,418.8161163712018,4.554013,20,,
Mo,0.01,28.0,0.0,9.5,2.0,60.489999999999995,34.6,441.55235928898253,4.754513000000001,20,,
Mo,0.01,28.0,0.0,9.5,2.5,59.989999999999995,36.25,461.5833914143139,4.955013000000001,20,,
Mo,0.01,28.0,0.0,9.5,3.0,59.489999999999995,37.9,479.6928287124764,5.155513000000001,20,,
Mo,0.01,28.0,0.0,9.5,3.5,58.989999999999995,39.55,496.3461750106476,5.356013000000001,20,,
Mo,0.01,28.0,0.0,9.5,4.0,58.489999999999995,41.2,511.8467318042111,5.556513000000001,20,,
Mo,0.01,28.0,0.0,9.5,4.5,57.989999999999995,42.85,526.4051730313682,5.757013000000001,20,,
Mo,0.01,28.0,0.0,9.5,5.0,57.489999999999995,44.5,540.1748891041859,5.9575130000000005,20,,
Mo,0.01,28.0,0.0,9.5,5.5,56.989999999999995,46.15,553.271677393617,6.158013,20,,
Mo,0.01,28.0,0.0,9.5,6.0,56.489999999999995,47.8,565.7855009381924,6.358513,20,,
Mo,0.01,28.0,0.0,9.5,6.5,55.989999999999995,49.45,577.7879026197782,6.559013,20,,
