X_element,C_wt%,Cr_wt%,N_wt%,Mn_wt%,Ni_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mo_wt%,Si_wt%
Mo,0.09,27.0,0.1,10.0,,56.31,50.050000000000004,698.7844449975396,5.3247670000000005,20,6.5,
Mo,0.09,27.0,0.1,10.0,,55.81,51.699999999999996,710.3334315097234,5.525267000000001,20,7.0,
Mo,0.09,27.0,0.1,10.0,,55.31,53.35,721.4768086850721,5.725767,20,7.5,
Mo,0.09,27.0,0.1,10.0,,54.81,55.0,732.2545291515153,5.926267000000001,20,8.0,
Mo,0.09,27.0,0.1,10.0,,54.31,56.65,742.7003878726905,6.126767000000001,20,8.5,
Mo,0.09,27.0,0.1,10.0,,53.81,58.300000000000004,752.8432741819724,6.327267000000001,20,9.0,
Mo,0.09,27.0,0.1,10.0,,53.31,59.949999999999996,762.708114360111,6.527767000000001,20,9.5,
Mo,0.09,27.0,0.1,10.0,,52.81,61.6,772.316593402178,6.728267000000001,20,10.0,
Mo,0.09,27.0,0.1,10.5,,62.31,28.6,394.79559140786125,2.7272670000000003,20,0.0,
Mo,0.09,27.0,0.1,10.5,,61.81,30.25,479.64840515024696,2.9277670000000002,20,0.5,
Mo,0.09,27.0,0.1,10.5,,61.31,31.900000000000002,514.7955914078613,3.128267,20,1.0,
Mo,0.09,27.0,0.1,10.5,,60.81,33.55,541.764975974852,3.3287670000000005,20,1.5,
Mo,0.09,27.0,0.1,10.5,,60.31,35.2,564.5012188926327,3.5292670000000004,20,2.0,
Mo,0.09,27.0,0.1,10.5,,59.81,36.85,584.532251017964,3.7297670000000007,20,2.5,
Mo,0.09,27.0,0.1,10.5,,59.31,38.5,602.6416883161265,3.9302670000000006,20,3.0,
Mo,0.09,27.0,0.1,10.5,,58.81,40.15,619.2950346142977,4.1307670000000005,20,3.5,
Mo,0.09,27.0,0.1,10.5,,58.31,41.800000000000004,634.7955914078613,4.331267,20,4.0,
Mo,0.09,27.0,0.1,10.5,,57.81,43.45,649.3540326350184,4.531767,20,4.5,
Mo,0.09,27.0,0.1,10.5,,57.31,45.1,663.1237487078361,4.732267,20,5.0,
Mo,0.09,27.0,0.1,10.5,,56.81,46.75,676.2205369972671,4.932767,20,5.5,
Mo,0.09,27.0,0.1,10.5,,56.31,48.4,688.7343605418425,5.133267,20,6.0,
Mo,0.09,27.0,0.1,10.5,,55.81,50.050000000000004,700.7367622234283,5.333767,20,6.5,
Mo,0.09,27.0,0.1,10.5,,55.31,51.699999999999996,712.2857487356121,5.534267000000001,20,7.0,
Mo,0.09,27.0,0.1,10.5,,54.81,53.35,723.4291259109609,5.734767,20,7.5,
Mo,0.09,27.0,0.1,10.5,,54.31,55.0,734.2068463774041,5.9352670000000005,20,8.0,
Mo,0.09,27.0,0.1,10.5,,53.81,56.65,744.6527050985793,6.135767000000001,20,8.5,
Mo,0.09,27.0,0.1,10.5,,53.31,58.300000000000004,754.7955914078613,6.336267,20,9.0,
Mo,0.09,27.0,0.1,10.5,,52.81,59.949999999999996,764.6604315859997,6.536767000000001,20,9.5,
Mo,0.09,27.0,0.1,10.5,,52.31,61.6,774.2689106280668,6.737267000000001,20,10.0,
Mo,0.09,27.0,0.15,9.5,,63.260000000000005,29.4,403.6342100635778,2.709342,20,0.0,
Mo,0.09,27.0,0.15,9.5,,62.760000000000005,31.049999999999997,488.48702380596353,2.909842,20,0.5,
Mo,0.09,27.0,0.15,9.5,,62.260000000000005,32.7,523.6342100635778,3.110342,20,1.0,
Mo,0.09,27.0,0.15,9.5,,61.760000000000005,34.35,550.6035946305685,3.310842,20,1.5,
Mo,0.09,27.0,0.15,9.5,,61.260000000000005,36.0,573.3398375483492,3.511342,20,2.0,
Mo,0.09,27.0,0.15,9.5,,60.760000000000005,37.65,593.3708696736805,3.711842,20,2.5,
Mo,0.09,27.0,0.15,9.5,,60.260000000000005,39.3,611.4803069718431,3.9123419999999998,20,3.0,
Mo,0.09,27.0,0.15,9.5,,59.760000000000005,40.949999999999996,628.1336532700143,4.1128420000000006,20,3.5,
Mo,0.09,27.0,0.15,9.5,,59.260000000000005,42.6,643.6342100635778,4.3133420000000005,20,4.0,
Mo,0.09,27.0,0.15,9.5,,58.760000000000005,44.25,658.192651290735,4.513842,20,4.5,
Mo,0.09,27.0,0.15,9.5,,58.260000000000005,45.9,671.9623673635526,4.714342,20,5.0,
Mo,0.09,27.0,0.15,9.5,,57.760000000000005,47.55,685.0591556529837,4.914842,20,5.5,
Mo,0.09,27.0,0.15,9.5,,57.260000000000005,49.199999999999996,697.5729791975591,5.115342,20,6.0,
Mo,0.09,27.0,0.15,9.5,,56.760000000000005,50.85,709.5753808791449,5.315842,20,6.5,
Mo,0.09,27.0,0.15,9.5,,56.260000000000005,52.49999999999999,721.1243673913286,5.516342,20,7.0,
Mo,0.09,27.0,0.15,9.5,,55.760000000000005,54.15,732.2677445666775,5.716842,20,7.5,
Mo,0.09,27.0,0.15,9.5,,55.260000000000005,55.8,743.0454650331206,5.917342,20,8.0,
Mo,0.09,27.0,0.15,9.5,,54.760000000000005,57.449999999999996,753.4913237542959,6.1178420000000004,20,8.5,
Mo,0.09,27.0,0.15,9.5,,54.260000000000005,59.1,763.6342100635778,6.3183419999999995,20,9.0,
Mo,0.09,27.0,0.15,9.5,,53.760000000000005,60.74999999999999,773.4990502417163,6.518842,20,9.5,
Mo,0.09,27.0,0.15,9.5,,53.260000000000005,62.4,783.1075292837834,6.719342000000001,20,10.0,
Mo,0.09,27.0,0.15,10.0,,62.760000000000005,29.4,405.6359765306751,2.7183420000000003,20,0.0,
Mo,0.09,27.0,0.15,10.0,,62.260000000000005,31.049999999999997,490.48879027306083,2.918842,20,0.5,
Mo,0.09,27.0,0.15,10.0,,61.760000000000005,32.7,525.6359765306752,3.1193420000000005,20,1.0,
Mo,0.09,27.0,0.15,10.0,,61.260000000000005,34.35,552.6053610976658,3.3198420000000004,20,1.5,
Mo,0.09,27.0,0.15,10.0,,60.760000000000005,36.0,575.3416040154466,3.5203420000000003,20,2.0,
Mo,0.09,27.0,0.15,10.0,,60.260000000000005,37.65,595.3726361407779,3.720842,20,2.5,
Mo,0.09,27.0,0.15,10.0,,59.760000000000005,39.3,613.4820734389403,3.921342,20,3.0,
Mo,0.09,27.0,0.15,10.0,,59.260000000000005,40.949999999999996,630.1354197371115,4.121842000000001,20,3.5,
Mo,0.09,27.0,0.15,10.0,,58.760000000000005,42.6,645.6359765306752,4.322342000000001,20,4.0,
Mo,0.09,27.0,0.15,10.0,,58.260000000000005,44.25,660.1944177578322,4.522842000000001,20,4.5,
Mo,0.09,27.0,0.15,10.0,,57.760000000000005,45.9,673.9641338306499,4.723342000000001,20,5.0,
Mo,0.09,27.0,0.15,10.0,,57.260000000000005,47.55,687.0609221200809,4.9238420000000005,20,5.5,
Mo,0.09,27.0,0.15,10.0,,56.760000000000005,49.199999999999996,699.5747456646565,5.124342,20,6.0,
Mo,0.09,27.0,0.15,10.0,,56.260000000000005,50.85,711.5771473462422,5.324842,20,6.5,
Mo,0.09,27.0,0.15,10.0,,55.760000000000005,52.49999999999999,723.126133858426,5.525342,20,7.0,
Mo,0.09,27.0,0.15,10.0,,55.260000000000005,54.15,734.2695110337747,5.725842,20,7.5,
Mo,0.09,27.0,0.15,10.0,,54.760000000000005,55.8,745.047231500218,5.926342,20,8.0,
Mo,0.09,27.0,0.15,10.0,,54.260000000000005,57.449999999999996,755.4930902213932,6.126842000000001,20,8.5,
Mo,0.09,27.0,0.15,10.0,,53.760000000000005,59.1,765.6359765306752,6.327342,20,9.0,
Mo,0.09,27.0,0.15,10.0,,53.260000000000005,60.74999999999999,775.5008167088137,6.527842000000001,20,9.5,
Mo,0.09,27.0,0.15,10.0,,52.760000000000005,62.4,785.1092957508806,6.728342000000001,20,10.0,
Mo,0.09,27.0,0.15,10.5,,62.260000000000005,29.4,407.58829375656387,2.727342,20,0.0,
Mo,0.09,27.0,0.15,10.5,,61.760000000000005,31.049999999999997,492.4411074989496,2.927842,20,0.5,
Mo,0.09,27.0,0.15,10.5,,61.260000000000005,32.7,527.5882937565639,3.128342,20,1.0,
Mo,0.09,27.0,0.15,10.5,,60.760000000000005,34.35,554.5576783235546,3.3288420000000003,20,1.5,
Mo,0.09,27.0,0.15,10.5,,60.260000000000005,36.0,577.2939212413353,3.529342,20,2.0,
Mo,0.09,27.0,0.15,10.5,,59.760000000000005,37.65,597.3249533666667,3.7298420000000005,20,2.5,
Mo,0.09,27.0,0.15,10.5,,59.260000000000005,39.3,615.4343906648292,3.9303420000000004,20,3.0,
Mo,0.09,27.0,0.15,10.5,,58.760000000000005,40.949999999999996,632.0877369630003,4.130842,20,3.5,
Mo,0.09,27.0,0.15,10.5,,58.260000000000005,42.6,647.5882937565639,4.331342,20,4.0,
Mo,0.09,27.0,0.15,10.5,,57.760000000000005,44.25,662.146734983721,4.531842,20,4.5,
Mo,0.09,27.0,0.15,10.5,,57.260000000000005,45.9,675.9164510565387,4.732342000000001,20,5.0,
Mo,0.09,27.0,0.15,10.5,,56.760000000000005,47.55,689.0132393459696,4.932842000000001,20,5.5,
Mo,0.09,27.0,0.15,10.5,,56.260000000000005,49.199999999999996,701.5270628905453,5.133342000000001,20,6.0,
Mo,0.09,27.0,0.15,10.5,,55.760000000000005,50.85,713.529464572131,5.333842000000001,20,6.5,
Mo,0.09,27.0,0.15,10.5,,55.260000000000005,52.49999999999999,725.0784510843148,5.5343420000000005,20,7.0,
Mo,0.09,27.0,0.15,10.5,,54.760000000000005,54.15,736.2218282596635,5.734842,20,7.5,
Mo,0.09,27.0,0.15,10.5,,54.260000000000005,55.8,746.9995487261067,5.935342,20,8.0,
Mo,0.09,27.0,0.15,10.5,,53.760000000000005,57.449999999999996,757.4454074472819,6.135842,20,8.5,
Mo,0.09,27.0,0.15,10.5,,53.260000000000005,59.1,767.5882937565639,6.336342,20,9.0,
Mo,0.09,27.0,0.15,10.5,,52.760000000000005,60.74999999999999,777.4531339347025,6.536842,20,9.5,
Mo,0.09,27.0,0.15,10.5,,52.260000000000005,62.4,787.0616129767694,6.737342000000001,20,10.0,
Mo,0.09,27.5,0.0,9.5,,62.91,27.5,335.59672346688876,2.756117,20,0.0,
Mo,0.09,27.5,0.0,9.5,,62.41,29.15,420.44953720927447,2.956617,20,0.5,
Mo,0.09,27.5,0.0,9.5,,61.91,30.8,455.59672346688876,3.1571170000000004,20,1.0,
Mo,0.09,27.5,0.0,9.5,,61.41,32.45,482.56610803387946,3.3576170000000003,20,1.5,
Mo,0.09,27.5,0.0,9.5,,60.91,34.1,505.3023509516602,3.558117,20,2.0,
Mo,0.09,27.5,0.0,9.5,,60.41,35.75,525.3333830769916,3.758617,20,2.5,
Mo,0.09,27.5,0.0,9.5,,59.91,37.4,543.442820375154,3.959117,20,3.0,
Mo,0.09,27.5,0.0,9.5,,59.41,39.05,560.0961666733252,4.159617000000001,20,3.5,
Mo,0.09,27.5,0.0,9.5,,58.91,40.7,575.5967234668888,4.360117000000001,20,4.0,
Mo,0.09,27.5,0.0,9.5,,58.41,42.35,590.1551646940459,4.560617000000001,20,4.5,
Mo,0.09,27.5,0.0,9.5,,57.91,44.0,603.9248807668636,4.7611170000000005,20,5.0,
Mo,0.09,27.5,0.0,9.5,,57.41,45.65,617.0216690562945,4.961617,20,5.5,
Mo,0.09,27.5,0.0,9.5,,56.91,47.3,629.5354926008702,5.162117,20,6.0,
Mo,0.09,27.5,0.0,9.5,,56.41,48.95,641.5378942824559,5.362617,20,6.5,
Mo,0.09,27.5,0.0,9.5,,55.91,50.599999999999994,653.0868807946397,5.563117,20,7.0,
Mo,0.09,27.5,0.0,9.5,,55.41,52.25,664.2302579699884,5.763617,20,7.5,
Mo,0.09,27.5,0.0,9.5,,54.91,53.9,675.0079784364316,5.964117,20,8.0,
Mo,0.09,27.5,0.0,9.5,,54.41,55.55,685.4538371576068,6.164617000000001,20,8.5,
Mo,0.09,27.5,0.0,9.5,,53.91,57.2,695.5967234668888,6.365117,20,9.0,
Mo,0.09,27.5,0.0,9.5,,53.41,58.849999999999994,705.4615636450274,6.5656170000000005,20,9.5,
Mo,0.09,27.5,0.0,9.5,,52.91,60.5,715.0700426870943,6.766117000000001,20,10.0,
Mo,0.09,27.5,0.0,10.0,,62.41,27.5,337.598489933986,2.7651170000000005,20,0.0,
Mo,0.09,27.5,0.0,10.0,,61.91,29.15,422.4513036763717,2.9656170000000004,20,0.5,
Mo,0.09,27.5,0.0,10.0,,61.41,30.8,457.598489933986,3.1661170000000007,20,1.0,
Mo,0.09,27.5,0.0,10.0,,60.91,32.45,484.5678745009767,3.3666170000000006,20,1.5,
Mo,0.09,27.5,0.0,10.0,,60.41,34.1,507.3041174187574,3.5671170000000005,20,2.0,
Mo,0.09,27.5,0.0,10.0,,59.91,35.75,527.3351495440888,3.7676170000000004,20,2.5,
Mo,0.09,27.5,0.0,10.0,,59.41,37.4,545.4445868422513,3.9681170000000003,20,3.0,
Mo,0.09,27.5,0.0,10.0,,58.91,39.05,562.0979331404225,4.168617000000001,20,3.5,
Mo,0.09,27.5,0.0,10.0,,58.41,40.7,577.598489933986,4.369117000000001,20,4.0,
Mo,0.09,27.5,0.0,10.0,,57.91,42.35,592.1569311611431,4.569617000000001,20,4.5,
Mo,0.09,27.5,0.0,10.0,,57.41,44.0,605.9266472339608,4.770117000000001,20,5.0,
Mo,0.09,27.5,0.0,10.0,,56.91,45.65,619.0234355233918,4.970617000000001,20,5.5,
Mo,0.09,27.5,0.0,10.0,,56.41,47.3,631.5372590679674,5.171117000000001,20,6.0,
Mo,0.09,27.5,0.0,10.0,,55.91,48.95,643.5396607495531,5.3716170000000005,20,6.5,
Mo,0.09,27.5,0.0,10.0,,55.41,50.599999999999994,655.0886472617369,5.572117,20,7.0,
Mo,0.09,27.5,0.0,10.0,,54.91,52.25,666.2320244370857,5.772617,20,7.5,
Mo,0.09,27.5,0.0,10.0,,54.41,53.9,677.0097449035288,5.973117,20,8.0,
Mo,0.09,27.5,0.0,10.0,,53.91,55.55,687.455603624704,6.173617000000001,20,8.5,
Mo,0.09,27.5,0.0,10.0,,53.41,57.2,697.598489933986,6.374117,20,9.0,
Mo,0.09,27.5,0.0,10.0,,52.91,58.849999999999994,707.4633301121246,6.574617000000001,20,9.5,
Mo,0.09,27.5,0.0,10.0,,52.41,60.5,717.0718091541916,6.775117000000002,20,10.0,
Mo,0.09,27.5,0.0,10.5,,61.91,27.5,339.5508071598748,2.7741170000000004,20,0.0,
Mo,0.09,27.5,0.0,10.5,,61.41,29.15,424.4036209022605,2.9746170000000003,20,0.5,
Mo,0.09,27.5,0.0,10.5,,60.91,30.8,459.5508071598748,3.175117,20,1.0,
Mo,0.09,27.5,0.0,10.5,,60.41,32.45,486.5201917268655,3.3756170000000005,20,1.5,
Mo,0.09,27.5,0.0,10.5,,59.91,34.1,509.2564346446462,3.5761170000000004,20,2.0,
Mo,0.09,27.5,0.0,10.5,,59.41,35.75,529.2874667699775,3.776617000000001,20,2.5,
Mo,0.09,27.5,0.0,10.5,,58.91,37.4,547.3969040681401,3.9771170000000007,20,3.0,
Mo,0.09,27.5,0.0,10.5,,58.41,39.05,564.0502503663113,4.177617000000001,20,3.5,
Mo,0.09,27.5,0.0,10.5,,57.91,40.7,579.5508071598748,4.3781170000000005,20,4.0,
Mo,0.09,27.5,0.0,10.5,,57.41,42.35,594.1092483870319,4.578617,20,4.5,
Mo,0.09,27.5,0.0,10.5,,56.91,44.0,607.8789644598496,4.779117000000001,20,5.0,
Mo,0.09,27.5,0.0,10.5,,56.41,45.65,620.9757527492807,4.979617000000001,20,5.5,
Mo,0.09,27.5,0.0,10.5,,55.91,47.3,633.4895762938561,5.180117000000001,20,6.0,
Mo,0.09,27.5,0.0,10.5,,55.41,48.95,645.4919779754418,5.380617000000001,20,6.5,
Mo,0.09,27.5,0.0,10.5,,54.91,50.599999999999994,657.0409644876256,5.581117000000001,20,7.0,
Mo,0.09,27.5,0.0,10.5,,54.41,52.25,668.1843416629745,5.781617000000001,20,7.5,
Mo,0.09,27.5,0.0,10.5,,53.91,53.9,678.9620621294176,5.982117000000001,20,8.0,
Mo,0.09,27.5,0.0,10.5,,53.41,55.55,689.4079208505929,6.1826170000000005,20,8.5,
Mo,0.09,27.5,0.0,10.5,,52.91,57.2,699.5508071598748,6.383117,20,9.0,
Mo,0.09,27.5,0.0,10.5,,52.41,58.849999999999994,709.4156473380133,6.583617,20,9.5,
Mo,0.09,27.5,0.0,10.5,,51.91,60.5,719.0241263800804,6.784117000000001,20,10.0,
Mo,0.09,27.5,0.05,9.5,,62.86,28.3,375.845947061885,2.756192,20,0.0,
Mo,0.09,27.5,0.05,9.5,,62.36,29.95,460.6987608042707,2.956692,20,0.5,
Mo,0.09,27.5,0.05,9.5,,61.86,31.6,495.845947061885,3.157192,20,1.0,
Mo,0.09,27.5,0.05,9.5,,61.36,33.25,522.8153316288757,3.357692,20,1.5,
Mo,0.09,27.5,0.05,9.5,,60.86,34.9,545.5515745466564,3.558192,20,2.0,
Mo,0.09,27.5,0.05,9.5,,60.36,36.55,565.5826066719878,3.758692,20,2.5,
Mo,0.09,27.5,0.05,9.5,,59.86,38.199999999999996,583.6920439701503,3.959192,20,3.0,
Mo,0.09,27.5,0.05,9.5,,59.36,39.849999999999994,600.3453902683215,4.159692,20,3.5,
Mo,0.09,27.5,0.05,9.5,,58.86,41.5,615.845947061885,4.360192,20,4.0,
Mo,0.09,27.5,0.05,9.5,,58.36,43.15,630.4043882890421,4.5606919999999995,20,4.5,
Mo,0.09,27.5,0.05,9.5,,57.86,44.8,644.1741043618598,4.761192,20,5.0,
Mo,0.09,27.5,0.05,9.5,,57.36,46.449999999999996,657.2708926512908,4.961692,20,5.5,
Mo,0.09,27.5,0.05,9.5,,56.86,48.099999999999994,669.7847161958664,5.162192,20,6.0,
Mo,0.09,27.5,0.05,9.5,,56.36,49.75,681.7871178774521,5.362692,20,6.5,
Mo,0.09,27.5,0.05,9.5,,55.86,51.39999999999999,693.3361043896359,5.563192000000001,20,7.0,
Mo,0.09,27.5,0.05,9.5,,55.36,53.05,704.4794815649847,5.763692,20,7.5,
Mo,0.09,27.5,0.05,9.5,,54.86,54.699999999999996,715.2572020314278,5.964192000000001,20,8.0,
Mo,0.09,27.5,0.05,9.5,,54.36,56.349999999999994,725.703060752603,6.1646920000000005,20,8.5,
Mo,0.09,27.5,0.05,9.5,,53.86,58.0,735.845947061885,6.365192,20,9.0,
Mo,0.09,27.5,0.05,9.5,,53.36,59.64999999999999,745.7107872400236,6.565692,20,9.5,
Mo,0.09,27.5,0.05,9.5,,52.86,61.3,755.3192662820906,6.766192,20,10.0,
Mo,0.09,27.5,0.05,10.0,,62.36,28.3,377.84771352898224,2.7651920000000003,20,0.0,
Mo,0.09,27.5,0.05,10.0,,61.86,29.95,462.70052727136795,2.965692,20,0.5,
Mo,0.09,27.5,0.05,10.0,,61.36,31.6,497.84771352898224,3.1661920000000006,20,1.0,
Mo,0.09,27.5,0.05,10.0,,60.86,33.25,524.8170980959729,3.3666920000000005,20,1.5,
Mo,0.09,27.5,0.05,10.0,,60.36,34.9,547.5533410137537,3.5671920000000004,20,2.0,
Mo,0.09,27.5,0.05,10.0,,59.86,36.55,567.5843731390851,3.7676920000000003,20,2.5,
Mo,0.09,27.5,0.05,10.0,,59.36,38.199999999999996,585.6938104372475,3.968192,20,3.0,
Mo,0.09,27.5,0.05,10.0,,58.86,39.849999999999994,602.3471567354187,4.168692,20,3.5,
Mo,0.09,27.5,0.05,10.0,,58.36,41.5,617.8477135289822,4.369192,20,4.0,
Mo,0.09,27.5,0.05,10.0,,57.86,43.15,632.4061547561394,4.569692,20,4.5,
Mo,0.09,27.5,0.05,10.0,,57.36,44.8,646.175870828957,4.770192000000001,20,5.0,
Mo,0.09,27.5,0.05,10.0,,56.86,46.449999999999996,659.272659118388,4.9706920000000006,20,5.5,
Mo,0.09,27.5,0.05,10.0,,56.36,48.099999999999994,671.7864826629636,5.1711920000000005,20,6.0,
Mo,0.09,27.5,0.05,10.0,,55.86,49.75,683.7888843445494,5.371692,20,6.5,
Mo,0.09,27.5,0.05,10.0,,55.36,51.39999999999999,695.3378708567332,5.572192000000001,20,7.0,
Mo,0.09,27.5,0.05,10.0,,54.86,53.05,706.4812480320819,5.772692,20,7.5,
Mo,0.09,27.5,0.05,10.0,,54.36,54.699999999999996,717.2589684985251,5.973192000000001,20,8.0,
Mo,0.09,27.5,0.05,10.0,,53.86,56.349999999999994,727.7048272197003,6.173692000000001,20,8.5,
Mo,0.09,27.5,0.05,10.0,,53.36,58.0,737.8477135289822,6.374192000000001,20,9.0,
Mo,0.09,27.5,0.05,10.0,,52.86,59.64999999999999,747.7125537071208,6.574692000000001,20,9.5,
Mo,0.09,27.5,0.05,10.0,,52.36,61.3,757.3210327491878,6.7751920000000005,20,10.0,
Mo,0.09,27.5,0.05,10.5,,61.86,28.3,379.80003075487105,2.774192,20,0.0,
Mo,0.09,27.5,0.05,10.5,,61.36,29.95,464.65284449725675,2.974692,20,0.5,
Mo,0.09,27.5,0.05,10.5,,60.86,31.6,499.80003075487105,3.175192,20,1.0,
Mo,0.09,27.5,0.05,10.5,,60.36,33.25,526.7694153218617,3.3756920000000004,20,1.5,
Mo,0.09,27.5,0.05,10.5,,59.86,34.9,549.5056582396425,3.5761920000000003,20,2.0,
Mo,0.09,27.5,0.05,10.5,,59.36,36.55,569.5366903649738,3.7766920000000006,20,2.5,
Mo,0.09,27.5,0.05,10.5,,58.86,38.199999999999996,587.6461276631363,3.9771920000000005,20,3.0,
Mo,0.09,27.5,0.05,10.5,,58.36,39.849999999999994,604.2994739613075,4.177692,20,3.5,
Mo,0.09,27.5,0.05,10.5,,57.86,41.5,619.800030754871,4.378192,20,4.0,
Mo,0.09,27.5,0.05,10.5,,57.36,43.15,634.3584719820282,4.578692,20,4.5,
Mo,0.09,27.5,0.05,10.5,,56.86,44.8,648.1281880548459,4.779192,20,5.0,
Mo,0.09,27.5,0.05,10.5,,56.36,46.449999999999996,661.2249763442769,4.979692,20,5.5,
Mo,0.09,27.5,0.05,10.5,,55.86,48.099999999999994,673.7387998888523,5.180192,20,6.0,
Mo,0.09,27.5,0.05,10.5,,55.36,49.75,685.7412015704381,5.380692,20,6.5,
Mo,0.09,27.5,0.05,10.5,,54.86,51.39999999999999,697.2901880826219,5.581192000000001,20,7.0,
Mo,0.09,27.5,0.05,10.5,,54.36,53.05,708.4335652579707,5.781692,20,7.5,
Mo,0.09,27.5,0.05,10.5,,53.86,54.699999999999996,719.2112857244139,5.982192,20,8.0,
Mo,0.09,27.5,0.05,10.5,,53.36,56.349999999999994,729.6571444455891,6.182692000000001,20,8.5,
Mo,0.09,27.5,0.05,10.5,,52.86,58.0,739.800030754871,6.383192,20,9.0,
Mo,0.09,27.5,0.05,10.5,,52.36,59.64999999999999,749.6648709330095,6.583692000000001,20,9.5,
Mo,0.09,27.5,0.05,10.5,,51.86,61.3,759.2733499750766,6.784192000000001,20,10.0,
Mo,0.09,27.5,0.1,9.5,,62.81,29.1,392.5177213499196,2.7562670000000002,20,0.0,
Mo,0.09,27.5,0.1,9.5,,62.31,30.75,477.3705350923053,2.956767,20,0.5,
Mo,0.09,27.5,0.1,9.5,,61.81,32.4,512.5177213499196,3.157267,20,1.0,
Mo,0.09,27.5,0.1,9.5,,61.31,34.050000000000004,539.4871059169103,3.3577670000000004,20,1.5,
Mo,0.09,27.5,0.1,9.5,,60.81,35.7,562.223348834691,3.5582670000000003,20,2.0,
Mo,0.09,27.5,0.1,9.5,,60.31,37.35,582.2543809600224,3.7587670000000006,20,2.5,
Mo,0.09,27.5,0.1,9.5,,59.81,39.0,600.3638182581849,3.9592670000000005,20,3.0,
Mo,0.09,27.5,0.1,9.5,,59.31,40.65,617.0171645563561,4.159767,20,3.5,
Mo,0.09,27.5,0.1,9.5,,58.81,42.300000000000004,632.5177213499196,4.360267,20,4.0,
Mo,0.09,27.5,0.1,9.5,,58.31,43.95,647.0761625770767,4.560767,20,4.5,
Mo,0.09,27.5,0.1,9.5,,57.81,45.6,660.8458786498944,4.761267,20,5.0,
Mo,0.09,27.5,0.1,9.5,,57.31,47.25,673.9426669393254,4.961767,20,5.5,
Mo,0.09,27.5,0.1,9.5,,56.81,48.9,686.456490483901,5.162267,20,6.0,
Mo,0.09,27.5,0.1,9.5,,56.31,50.550000000000004,698.4588921654868,5.362767,20,6.5,
Mo,0.09,27.5,0.1,9.5,,55.81,52.199999999999996,710.0078786776705,5.563267000000001,20,7.0,
Mo,0.09,27.5,0.1,9.5,,55.31,53.85,721.1512558530193,5.763767,20,7.5,
Mo,0.09,27.5,0.1,9.5,,54.81,55.5,731.9289763194624,5.964267,20,8.0,
Mo,0.09,27.5,0.1,9.5,,54.31,57.15,742.3748350406377,6.164767000000001,20,8.5,
Mo,0.09,27.5,0.1,9.5,,53.81,58.800000000000004,752.5177213499196,6.365267,20,9.0,
Mo,0.09,27.5,0.1,9.5,,53.31,60.449999999999996,762.3825615280582,6.565767000000001,20,9.5,
Mo,0.09,27.5,0.1,9.5,,52.81,62.1,771.9910405701252,6.766267000000001,20,10.0,
Mo,0.09,27.5,0.1,10.0,,62.31,29.1,394.51948781701685,2.7652670000000006,20,0.0,
Mo,0.09,27.5,0.1,10.0,,61.81,30.75,479.37230155940256,2.9657670000000005,20,0.5,
Mo,0.09,27.5,0.1,10.0,,61.31,32.4,514.5194878170169,3.1662670000000004,20,1.0,
Mo,0.09,27.5,0.1,10.0,,60.81,34.050000000000004,541.4888723840075,3.3667670000000007,20,1.5,
Mo,0.09,27.5,0.1,10.0,,60.31,35.7,564.2251153017883,3.5672670000000006,20,2.0,
Mo,0.09,27.5,0.1,10.0,,59.81,37.35,584.2561474271197,3.767767000000001,20,2.5,
Mo,0.09,27.5,0.1,10.0,,59.31,39.0,602.3655847252821,3.968267000000001,20,3.0,
Mo,0.09,27.5,0.1,10.0,,58.81,40.65,619.0189310234533,4.168767000000001,20,3.5,
Mo,0.09,27.5,0.1,10.0,,58.31,42.300000000000004,634.5194878170169,4.369267000000001,20,4.0,
Mo,0.09,27.5,0.1,10.0,,57.81,43.95,649.077929044174,4.569767000000001,20,4.5,
Mo,0.09,27.5,0.1,10.0,,57.31,45.6,662.8476451169917,4.7702670000000005,20,5.0,
Mo,0.09,27.5,0.1,10.0,,56.81,47.25,675.9444334064226,4.970767,20,5.5,
Mo,0.09,27.5,0.1,10.0,,56.31,48.9,688.4582569509982,5.171267,20,6.0,
Mo,0.09,27.5,0.1,10.0,,55.81,50.550000000000004,700.460658632584,5.371767,20,6.5,
Mo,0.09,27.5,0.1,10.0,,55.31,52.199999999999996,712.0096451447678,5.572267000000001,20,7.0,
Mo,0.09,27.5,0.1,10.0,,54.81,53.85,723.1530223201165,5.772767,20,7.5,
Mo,0.09,27.5,0.1,10.0,,54.31,55.5,733.9307427865597,5.973267000000001,20,8.0,
Mo,0.09,27.5,0.1,10.0,,53.81,57.15,744.3766015077349,6.173767000000002,20,8.5,
Mo,0.09,27.5,0.1,10.0,,53.31,58.800000000000004,754.5194878170169,6.374267000000001,20,9.0,
Mo,0.09,27.5,0.1,10.0,,52.81,60.449999999999996,764.3843279951554,6.574767000000001,20,9.5,
Mo,0.09,27.5,0.1,10.0,,52.31,62.1,773.9928070372224,6.775267000000001,20,10.0,
Mo,0.09,27.5,0.1,10.5,,61.81,29.1,396.47180504290566,2.7742670000000005,20,0.0,
Mo,0.09,27.5,0.1,10.5,,61.31,30.75,481.32461878529136,2.9747670000000004,20,0.5,
Mo,0.09,27.5,0.1,10.5,,60.81,32.4,516.4718050429057,3.1752670000000007,20,1.0,
